date,daily_occurrence,site,device_type
8/19/15,0,A7M,Archival
8/19/15,0,A2M,Archival
8/19/15,0,T2M,Archival
8/20/15,0,A7M,Archival
8/20/15,0,A2M,Archival
8/20/15,0,T2M,Archival
8/21/15,0,A7M,Archival
8/21/15,0,A2M,Archival
8/21/15,0,T2M,Archival
8/22/15,0,A7M,Archival
8/22/15,0,A2M,Archival
8/22/15,0,T2M,Archival
8/23/15,0,A7M,Archival
8/23/15,0,A2M,Archival
8/23/15,0,T2M,Archival
8/24/15,0,A7M,Archival
8/24/15,0,T2M,Archival
8/25/15,0,A7M,Archival
8/25/15,0,T2M,Archival
8/26/15,0,A7M,Archival
8/26/15,0,T2M,Archival
8/27/15,0,A7M,Archival
8/27/15,0,T2M,Archival
8/28/15,0,A7M,Archival
8/28/15,0,T2M,Archival
8/29/15,0,A7M,Archival
8/29/15,1,T2M,Archival
8/30/15,0,A7M,Archival
8/30/15,0,T2M,Archival
8/31/15,0,A7M,Archival
8/31/15,0,T2M,Archival
9/1/15,0,A7M,Archival
9/1/15,0,T2M,Archival
9/2/15,0,A7M,Archival
9/2/15,0,T2M,Archival
9/3/15,0,A7M,Archival
9/3/15,0,T2M,Archival
9/4/15,0,A7M,Archival
9/4/15,0,T2M,Archival
9/5/15,0,A7M,Archival
9/5/15,0,T2M,Archival
9/6/15,0,A7M,Archival
9/6/15,0,T2M,Archival
9/7/15,0,A7M,Archival
9/7/15,0,T2M,Archival
9/8/15,0,A7M,Archival
9/8/15,0,T2M,Archival
9/9/15,0,A7M,Archival
9/9/15,0,T2M,Archival
9/10/15,0,A7M,Archival
9/10/15,0,T2M,Archival
9/11/15,0,A7M,Archival
9/11/15,0,T2M,Archival
9/12/15,0,A7M,Archival
9/12/15,0,T2M,Archival
9/13/15,0,A7M,Archival
9/13/15,0,T2M,Archival
9/14/15,0,A7M,Archival
9/14/15,0,T2M,Archival
9/15/15,0,A7M,Archival
9/15/15,0,T2M,Archival
9/16/15,0,A7M,Archival
9/16/15,0,T2M,Archival
9/17/15,0,A7M,Archival
9/17/15,0,T2M,Archival
9/18/15,0,A7M,Archival
9/18/15,0,T2M,Archival
9/19/15,0,A7M,Archival
9/19/15,0,A2M,Archival
9/19/15,0,T2M,Archival
9/20/15,0,A7M,Archival
9/20/15,0,A2M,Archival
9/20/15,0,T2M,Archival
9/21/15,0,A7M,Archival
9/21/15,0,A2M,Archival
9/21/15,0,T2M,Archival
9/22/15,0,A7M,Archival
9/22/15,0,A2M,Archival
9/22/15,0,T2M,Archival
9/23/15,0,A7M,Archival
9/23/15,0,A2M,Archival
9/23/15,0,T2M,Archival
9/24/15,0,A7M,Archival
9/24/15,0,A2M,Archival
9/24/15,0,T2M,Archival
9/25/15,0,A7M,Archival
9/25/15,0,A2M,Archival
9/25/15,0,T2M,Archival
9/26/15,0,A7M,Archival
9/26/15,0,A2M,Archival
9/26/15,0,T2M,Archival
9/27/15,0,A7M,Archival
9/27/15,0,A2M,Archival
9/27/15,0,T2M,Archival
9/28/15,0,A7M,Archival
9/28/15,0,A2M,Archival
9/28/15,0,T2M,Archival
9/29/15,0,A7M,Archival
9/29/15,0,A2M,Archival
9/29/15,0,T2M,Archival
9/30/15,0,A7M,Archival
9/30/15,0,A2M,Archival
9/30/15,0,T2M,Archival
10/1/15,0,A7M,Archival
10/1/15,0,A2M,Archival
10/1/15,0,T2M,Archival
10/2/15,0,A7M,Archival
10/2/15,0,A2M,Archival
10/2/15,0,T2M,Archival
10/3/15,0,A7M,Archival
10/3/15,0,A2M,Archival
10/3/15,0,T2M,Archival
10/4/15,0,A7M,Archival
10/4/15,0,A2M,Archival
10/4/15,0,T2M,Archival
10/5/15,0,A7M,Archival
10/5/15,0,A2M,Archival
10/5/15,0,T2M,Archival
10/6/15,0,A7M,Archival
10/6/15,0,A2M,Archival
10/6/15,0,T2M,Archival
10/7/15,0,A7M,Archival
10/7/15,0,A2M,Archival
10/7/15,0,T2M,Archival
10/8/15,0,A7M,Archival
10/8/15,0,A2M,Archival
10/8/15,0,T2M,Archival
10/9/15,0,A7M,Archival
10/9/15,0,A2M,Archival
10/9/15,0,T2M,Archival
10/10/15,0,A7M,Archival
10/10/15,0,A2M,Archival
10/10/15,0,T2M,Archival
10/11/15,0,A7M,Archival
10/11/15,0,A2M,Archival
10/11/15,0,T2M,Archival
10/12/15,0,A7M,Archival
10/12/15,0,A2M,Archival
10/12/15,0,T2M,Archival
10/13/15,0,A7M,Archival
10/13/15,0,A2M,Archival
10/13/15,0,T2M,Archival
10/14/15,0,A7M,Archival
10/14/15,0,A2M,Archival
10/14/15,0,T2M,Archival
10/15/15,0,A7M,Archival
10/15/15,0,A2M,Archival
10/15/15,0,T2M,Archival
10/16/15,0,A7M,Archival
10/16/15,0,A2M,Archival
10/16/15,0,T2M,Archival
10/17/15,0,A7M,Archival
10/17/15,0,A2M,Archival
10/17/15,0,T2M,Archival
10/18/15,0,A7M,Archival
10/18/15,0,A2M,Archival
10/18/15,0,T2M,Archival
10/19/15,0,A7M,Archival
10/19/15,0,A2M,Archival
10/19/15,0,T2M,Archival
10/20/15,0,A7M,Archival
10/20/15,0,A2M,Archival
10/20/15,0,T2M,Archival
10/21/15,0,A7M,Archival
10/21/15,0,A2M,Archival
10/21/15,0,T2M,Archival
10/22/15,0,A7M,Archival
10/22/15,0,A2M,Archival
10/22/15,0,T2M,Archival
10/23/15,0,A7M,Archival
10/23/15,0,A2M,Archival
10/23/15,0,T2M,Archival
10/24/15,0,A7M,Archival
10/24/15,0,A2M,Archival
10/24/15,0,T2M,Archival
10/25/15,0,A7M,Archival
10/25/15,0,A2M,Archival
10/25/15,0,T2M,Archival
10/26/15,0,A7M,Archival
10/26/15,0,A2M,Archival
10/26/15,0,T2M,Archival
10/27/15,0,A7M,Archival
10/27/15,0,A2M,Archival
10/27/15,0,T2M,Archival
10/28/15,0,A7M,Archival
10/28/15,0,A2M,Archival
10/28/15,0,T2M,Archival
10/29/15,0,A7M,Archival
10/29/15,0,A2M,Archival
10/29/15,0,T2M,Archival
10/30/15,0,A7M,Archival
10/30/15,0,A2M,Archival
10/30/15,0,T2M,Archival
10/31/15,0,A7M,Archival
10/31/15,1,A2M,Archival
10/31/15,0,T2M,Archival
11/1/15,0,A7M,Archival
11/1/15,0,A2M,Archival
11/1/15,0,T2M,Archival
11/2/15,0,A7M,Archival
11/2/15,0,A2M,Archival
11/2/15,0,T2M,Archival
11/3/15,0,A7M,Archival
11/3/15,0,A2M,Archival
11/3/15,0,T2M,Archival
11/4/15,0,A7M,Archival
11/4/15,0,A2M,Archival
11/4/15,0,T2M,Archival
11/5/15,0,A7M,Archival
11/5/15,0,A2M,Archival
11/5/15,0,T2M,Archival
11/6/15,0,A7M,Archival
11/6/15,0,A2M,Archival
11/6/15,0,T2M,Archival
11/7/15,0,A7M,Archival
11/7/15,0,A2M,Archival
11/7/15,0,T2M,Archival
11/8/15,0,A7M,Archival
11/8/15,0,A2M,Archival
11/8/15,0,T2M,Archival
11/9/15,0,A7M,Archival
11/9/15,0,A2M,Archival
11/9/15,0,T2M,Archival
11/10/15,0,A7M,Archival
11/10/15,0,A2M,Archival
11/10/15,0,T2M,Archival
11/11/15,1,A7M,Archival
11/11/15,0,A2M,Archival
11/11/15,0,T2M,Archival
11/12/15,0,A7M,Archival
11/12/15,0,A2M,Archival
11/12/15,0,T2M,Archival
11/13/15,1,A7M,Archival
11/13/15,0,A2M,Archival
11/13/15,0,T2M,Archival
11/14/15,0,A7M,Archival
11/14/15,0,A2M,Archival
11/14/15,0,T2M,Archival
11/15/15,0,A7M,Archival
11/15/15,0,A2M,Archival
11/15/15,0,T2M,Archival
11/16/15,0,A7M,Archival
11/16/15,0,A2M,Archival
11/16/15,0,T2M,Archival
11/17/15,0,A7M,Archival
11/17/15,0,A2M,Archival
11/17/15,0,T2M,Archival
11/18/15,0,A7M,Archival
11/18/15,0,A2M,Archival
11/18/15,0,T2M,Archival
11/19/15,0,A7M,Archival
11/19/15,0,A2M,Archival
11/19/15,0,T2M,Archival
11/20/15,0,A7M,Archival
11/20/15,0,A2M,Archival
11/20/15,0,T2M,Archival
11/21/15,0,A7M,Archival
11/21/15,0,A2M,Archival
11/21/15,0,T2M,Archival
11/22/15,0,A7M,Archival
11/22/15,0,A2M,Archival
11/22/15,0,T2M,Archival
11/23/15,0,A7M,Archival
11/23/15,0,A2M,Archival
11/23/15,0,T2M,Archival
11/24/15,0,A7M,Archival
11/24/15,0,A2M,Archival
11/24/15,0,T2M,Archival
11/25/15,0,A7M,Archival
11/25/15,1,A2M,Archival
11/25/15,0,T2M,Archival
11/26/15,1,A7M,Archival
11/26/15,1,A2M,Archival
11/26/15,0,T2M,Archival
11/27/15,0,A7M,Archival
11/27/15,1,A2M,Archival
11/27/15,0,T2M,Archival
11/28/15,1,A7M,Archival
11/28/15,1,A2M,Archival
11/28/15,1,T2M,Archival
11/29/15,1,A7M,Archival
11/29/15,1,A2M,Archival
11/29/15,0,T2M,Archival
11/30/15,1,A7M,Archival
11/30/15,1,A2M,Archival
11/30/15,1,T2M,Archival
12/1/15,0,A7M,Archival
12/1/15,1,A2M,Archival
12/1/15,0,T2M,Archival
12/2/15,1,A7M,Archival
12/2/15,0,A2M,Archival
12/2/15,0,T2M,Archival
12/3/15,0,A7M,Archival
12/3/15,1,A2M,Archival
12/3/15,1,T2M,Archival
12/4/15,0,A7M,Archival
12/4/15,0,A2M,Archival
12/4/15,0,T2M,Archival
12/5/15,0,A7M,Archival
12/5/15,1,A2M,Archival
12/5/15,0,T2M,Archival
12/6/15,1,A7M,Archival
12/6/15,1,A2M,Archival
12/6/15,0,T2M,Archival
12/7/15,1,A7M,Archival
12/7/15,1,A2M,Archival
12/7/15,0,T2M,Archival
12/8/15,1,A7M,Archival
12/8/15,1,A2M,Archival
12/8/15,1,T2M,Archival
12/9/15,1,A7M,Archival
12/9/15,1,A2M,Archival
12/9/15,1,T2M,Archival
12/10/15,1,A7M,Archival
12/10/15,1,A2M,Archival
12/10/15,1,T2M,Archival
12/11/15,0,A7M,Archival
12/11/15,1,A2M,Archival
12/11/15,0,T2M,Archival
12/12/15,1,A7M,Archival
12/12/15,1,A2M,Archival
12/12/15,1,T2M,Archival
12/13/15,0,A7M,Archival
12/13/15,0,A2M,Archival
12/13/15,0,T2M,Archival
12/14/15,0,A7M,Archival
12/14/15,0,A2M,Archival
12/14/15,0,T2M,Archival
12/15/15,0,A7M,Archival
12/15/15,0,A2M,Archival
12/15/15,0,T2M,Archival
12/16/15,0,A7M,Archival
12/16/15,1,A2M,Archival
12/16/15,0,T2M,Archival
12/17/15,0,A7M,Archival
12/17/15,0,A2M,Archival
12/17/15,0,T2M,Archival
12/18/15,0,A7M,Archival
12/18/15,0,A2M,Archival
12/18/15,0,T2M,Archival
12/19/15,0,A7M,Archival
12/19/15,0,A2M,Archival
12/19/15,0,T2M,Archival
12/20/15,0,A7M,Archival
12/20/15,0,A2M,Archival
12/20/15,0,T2M,Archival
12/21/15,0,A7M,Archival
12/21/15,0,A2M,Archival
12/21/15,0,T2M,Archival
12/22/15,0,A7M,Archival
12/22/15,0,A2M,Archival
12/22/15,0,T2M,Archival
12/23/15,0,A7M,Archival
12/23/15,0,A2M,Archival
12/23/15,0,T2M,Archival
12/24/15,0,A7M,Archival
12/24/15,0,A2M,Archival
12/24/15,0,T2M,Archival
12/25/15,0,A7M,Archival
12/25/15,0,A2M,Archival
12/25/15,0,T2M,Archival
12/26/15,0,A7M,Archival
12/26/15,0,A2M,Archival
12/26/15,0,T2M,Archival
12/27/15,0,A7M,Archival
12/27/15,0,A2M,Archival
12/27/15,0,T2M,Archival
12/28/15,0,A7M,Archival
12/28/15,1,A2M,Archival
12/28/15,0,T2M,Archival
12/29/15,0,A7M,Archival
12/29/15,1,A2M,Archival
12/29/15,0,T2M,Archival
12/30/15,1,A7M,Archival
12/30/15,1,A2M,Archival
12/30/15,1,T2M,Archival
12/31/15,1,A7M,Archival
12/31/15,1,A2M,Archival
12/31/15,1,T2M,Archival
1/1/16,1,A7M,Archival
1/1/16,1,A2M,Archival
1/1/16,1,T2M,Archival
1/2/16,0,A7M,Archival
1/2/16,1,A2M,Archival
1/2/16,0,T2M,Archival
1/3/16,1,A7M,Archival
1/3/16,1,A2M,Archival
1/3/16,1,T2M,Archival
1/4/16,0,A7M,Archival
1/4/16,0,A2M,Archival
1/4/16,0,T2M,Archival
1/5/16,1,A7M,Archival
1/5/16,0,A2M,Archival
1/5/16,0,T2M,Archival
1/6/16,1,A7M,Archival
1/6/16,1,A2M,Archival
1/6/16,0,T2M,Archival
1/7/16,1,A7M,Archival
1/7/16,0,A2M,Archival
1/7/16,1,T2M,Archival
1/8/16,0,A7M,Archival
1/8/16,0,A2M,Archival
1/8/16,0,T2M,Archival
1/9/16,0,A7M,Archival
1/9/16,0,A2M,Archival
1/9/16,0,T2M,Archival
1/10/16,0,A7M,Archival
1/10/16,0,A2M,Archival
1/10/16,0,T2M,Archival
1/11/16,1,A7M,Archival
1/11/16,1,A2M,Archival
1/11/16,1,T2M,Archival
1/12/16,1,A7M,Archival
1/12/16,0,A2M,Archival
1/12/16,1,T2M,Archival
1/13/16,0,A7M,Archival
1/13/16,0,A2M,Archival
1/13/16,0,T2M,Archival
1/14/16,0,A7M,Archival
1/14/16,0,A2M,Archival
1/14/16,0,T2M,Archival
1/15/16,0,A7M,Archival
1/15/16,1,A2M,Archival
1/15/16,0,T2M,Archival
1/16/16,1,A7M,Archival
1/16/16,1,A2M,Archival
1/16/16,1,T2M,Archival
1/17/16,1,A7M,Archival
1/17/16,1,A2M,Archival
1/17/16,1,T2M,Archival
1/18/16,0,A7M,Archival
1/18/16,1,A2M,Archival
1/18/16,0,T2M,Archival
1/19/16,0,A7M,Archival
1/19/16,0,A2M,Archival
1/19/16,1,T2M,Archival
1/20/16,0,A7M,Archival
1/20/16,0,A2M,Archival
1/20/16,0,T2M,Archival
1/21/16,0,A7M,Archival
1/21/16,0,A2M,Archival
1/21/16,0,T2M,Archival
1/22/16,0,A7M,Archival
1/22/16,0,A2M,Archival
1/22/16,0,T2M,Archival
1/23/16,0,A7M,Archival
1/23/16,0,A2M,Archival
1/23/16,0,T2M,Archival
1/24/16,1,A7M,Archival
1/24/16,0,A2M,Archival
1/24/16,1,T2M,Archival
1/25/16,1,A7M,Archival
1/25/16,1,A2M,Archival
1/25/16,1,T2M,Archival
1/26/16,1,A7M,Archival
1/26/16,1,A2M,Archival
1/26/16,1,T2M,Archival
1/27/16,1,A7M,Archival
1/27/16,1,A2M,Archival
1/27/16,1,T2M,Archival
1/28/16,1,A7M,Archival
1/28/16,1,A2M,Archival
1/28/16,1,T2M,Archival
1/29/16,1,A7M,Archival
1/29/16,1,A2M,Archival
1/29/16,1,T2M,Archival
1/30/16,1,A7M,Archival
1/30/16,1,A2M,Archival
1/30/16,1,T2M,Archival
1/31/16,1,A7M,Archival
1/31/16,1,A2M,Archival
1/31/16,1,T2M,Archival
2/1/16,1,A7M,Archival
2/1/16,1,A2M,Archival
2/1/16,1,T2M,Archival
2/2/16,1,A7M,Archival
2/2/16,1,A2M,Archival
2/2/16,1,T2M,Archival
2/3/16,1,A7M,Archival
2/3/16,1,A2M,Archival
2/3/16,1,T2M,Archival
2/4/16,1,A7M,Archival
2/4/16,1,A2M,Archival
2/4/16,1,T2M,Archival
2/5/16,1,A7M,Archival
2/5/16,1,A2M,Archival
2/5/16,1,T2M,Archival
2/6/16,1,A7M,Archival
2/6/16,1,A2M,Archival
2/6/16,1,T2M,Archival
2/7/16,1,A7M,Archival
2/7/16,1,A2M,Archival
2/7/16,1,T2M,Archival
2/8/16,1,A7M,Archival
2/8/16,1,A2M,Archival
2/8/16,1,T2M,Archival
2/9/16,1,A7M,Archival
2/9/16,1,A2M,Archival
2/9/16,1,T2M,Archival
2/10/16,1,A7M,Archival
2/10/16,0,A2M,Archival
2/10/16,1,T2M,Archival
2/11/16,1,A7M,Archival
2/11/16,0,A2M,Archival
2/11/16,1,T2M,Archival
2/12/16,1,A7M,Archival
2/12/16,1,A2M,Archival
2/12/16,1,T2M,Archival
2/13/16,0,A7M,Archival
2/13/16,0,A2M,Archival
2/13/16,0,T2M,Archival
2/14/16,0,A7M,Archival
2/14/16,0,A2M,Archival
2/14/16,0,T2M,Archival
2/15/16,1,A7M,Archival
2/15/16,1,A2M,Archival
2/15/16,1,T2M,Archival
2/16/16,0,A7M,Archival
2/16/16,1,A2M,Archival
2/16/16,0,T2M,Archival
2/17/16,0,A7M,Archival
2/17/16,0,A2M,Archival
2/17/16,0,T2M,Archival
2/18/16,1,A7M,Archival
2/18/16,1,A2M,Archival
2/18/16,0,T2M,Archival
2/19/16,0,A7M,Archival
2/19/16,0,A2M,Archival
2/19/16,0,T2M,Archival
2/20/16,0,A7M,Archival
2/20/16,0,A2M,Archival
2/20/16,0,T2M,Archival
2/21/16,0,A7M,Archival
2/21/16,1,A2M,Archival
2/21/16,0,T2M,Archival
2/22/16,0,A7M,Archival
2/22/16,0,A2M,Archival
2/22/16,0,T2M,Archival
2/23/16,1,A7M,Archival
2/23/16,0,A2M,Archival
2/23/16,0,T2M,Archival
2/24/16,1,A7M,Archival
2/24/16,0,A2M,Archival
2/24/16,0,T2M,Archival
2/25/16,1,A7M,Archival
2/25/16,1,A2M,Archival
2/25/16,1,T2M,Archival
2/26/16,0,A7M,Archival
2/26/16,0,A2M,Archival
2/26/16,0,T2M,Archival
2/27/16,0,A7M,Archival
2/27/16,1,A2M,Archival
2/27/16,0,T2M,Archival
2/28/16,1,A7M,Archival
2/28/16,1,A2M,Archival
2/28/16,0,T2M,Archival
3/1/16,0,A7M,Archival
3/1/16,0,A2M,Archival
3/1/16,0,T2M,Archival
3/2/16,0,A7M,Archival
3/2/16,1,A2M,Archival
3/2/16,1,T2M,Archival
3/3/16,1,A7M,Archival
3/3/16,1,A2M,Archival
3/3/16,0,T2M,Archival
3/4/16,1,A7M,Archival
3/4/16,1,A2M,Archival
3/4/16,1,T2M,Archival
3/5/16,1,A7M,Archival
3/5/16,1,A2M,Archival
3/5/16,1,T2M,Archival
3/6/16,1,A7M,Archival
3/6/16,0,A2M,Archival
3/6/16,1,T2M,Archival
3/7/16,1,A7M,Archival
3/7/16,1,A2M,Archival
3/7/16,1,T2M,Archival
3/8/16,1,A7M,Archival
3/8/16,1,A2M,Archival
3/8/16,1,T2M,Archival
3/9/16,1,A7M,Archival
3/9/16,1,A2M,Archival
3/9/16,1,T2M,Archival
3/10/16,0,A7M,Archival
3/10/16,0,A2M,Archival
3/10/16,1,T2M,Archival
3/11/16,1,A7M,Archival
3/11/16,1,A2M,Archival
3/11/16,1,T2M,Archival
3/12/16,1,A7M,Archival
3/12/16,1,A2M,Archival
3/12/16,1,T2M,Archival
3/13/16,0,A7M,Archival
3/13/16,0,A2M,Archival
3/13/16,0,T2M,Archival
3/14/16,1,A7M,Archival
3/14/16,1,A2M,Archival
3/14/16,1,T2M,Archival
3/15/16,1,A7M,Archival
3/15/16,1,A2M,Archival
3/15/16,1,T2M,Archival
3/16/16,1,A7M,Archival
3/16/16,1,A2M,Archival
3/16/16,1,T2M,Archival
3/17/16,1,A7M,Archival
3/17/16,1,A2M,Archival
3/17/16,1,T2M,Archival
3/18/16,1,A7M,Archival
3/18/16,1,A2M,Archival
3/18/16,1,T2M,Archival
3/19/16,1,A7M,Archival
3/19/16,1,A2M,Archival
3/19/16,1,T2M,Archival
3/20/16,0,A7M,Archival
3/20/16,0,A2M,Archival
3/20/16,0,T2M,Archival
3/21/16,1,A7M,Archival
3/21/16,1,A2M,Archival
3/21/16,1,T2M,Archival
3/22/16,1,A7M,Archival
3/22/16,1,A2M,Archival
3/22/16,0,T2M,Archival
3/23/16,1,A7M,Archival
3/23/16,1,A2M,Archival
3/23/16,1,T2M,Archival
3/24/16,1,A7M,Archival
3/24/16,0,A2M,Archival
3/24/16,1,T2M,Archival
3/25/16,1,A7M,Archival
3/25/16,0,A2M,Archival
3/25/16,1,T2M,Archival
3/26/16,1,A7M,Archival
3/26/16,1,A2M,Archival
3/26/16,1,T2M,Archival
3/27/16,1,A7M,Archival
3/27/16,1,A2M,Archival
3/27/16,1,T2M,Archival
3/28/16,0,A7M,Archival
3/28/16,0,A2M,Archival
3/28/16,1,T2M,Archival
3/29/16,1,A7M,Archival
3/29/16,0,A2M,Archival
3/29/16,1,T2M,Archival
3/30/16,1,A7M,Archival
3/30/16,0,A2M,Archival
3/30/16,0,T2M,Archival
3/31/16,0,A7M,Archival
3/31/16,0,A2M,Archival
3/31/16,0,T2M,Archival
4/1/16,0,A7M,Archival
4/1/16,0,A2M,Archival
4/1/16,0,T2M,Archival
4/2/16,0,A7M,Archival
4/2/16,0,A2M,Archival
4/2/16,0,T2M,Archival
4/3/16,0,A7M,Archival
4/3/16,1,A2M,Archival
4/3/16,1,T2M,Archival
4/4/16,0,A7M,Archival
4/4/16,0,A2M,Archival
4/4/16,0,T2M,Archival
4/5/16,0,A7M,Archival
4/5/16,0,A2M,Archival
4/5/16,0,T2M,Archival
4/6/16,1,A7M,Archival
4/6/16,0,A2M,Archival
4/6/16,0,T2M,Archival
4/7/16,0,A7M,Archival
4/7/16,0,A2M,Archival
4/7/16,0,T2M,Archival
4/8/16,0,A7M,Archival
4/8/16,0,A2M,Archival
4/8/16,0,T2M,Archival
4/9/16,0,A7M,Archival
4/9/16,0,A2M,Archival
4/9/16,0,T2M,Archival
4/10/16,0,A7M,Archival
4/10/16,0,A2M,Archival
4/10/16,1,T2M,Archival
4/11/16,0,A7M,Archival
4/11/16,0,A2M,Archival
4/11/16,0,T2M,Archival
4/12/16,0,A7M,Archival
4/12/16,0,A2M,Archival
4/12/16,1,T2M,Archival
4/13/16,0,A7M,Archival
4/13/16,0,A2M,Archival
4/13/16,0,T2M,Archival
4/14/16,0,A7M,Archival
4/14/16,0,A2M,Archival
4/14/16,0,T2M,Archival
4/15/16,0,A7M,Archival
4/15/16,0,A2M,Archival
4/15/16,0,T2M,Archival
4/16/16,0,A7M,Archival
4/16/16,0,A2M,Archival
4/16/16,0,T2M,Archival
4/17/16,0,A7M,Archival
4/17/16,0,A2M,Archival
4/17/16,0,T2M,Archival
4/18/16,0,A7M,Archival
4/18/16,0,A2M,Archival
4/18/16,0,T2M,Archival
4/19/16,0,A7M,Archival
4/19/16,0,A2M,Archival
4/19/16,0,T2M,Archival
4/20/16,0,A7M,Archival
4/20/16,0,A2M,Archival
4/20/16,0,T2M,Archival
4/21/16,0,A7M,Archival
4/21/16,0,A2M,Archival
4/21/16,0,T2M,Archival
4/22/16,0,A7M,Archival
4/22/16,0,A2M,Archival
4/22/16,0,T2M,Archival
4/23/16,0,A7M,Archival
4/23/16,0,A2M,Archival
4/23/16,0,T2M,Archival
4/24/16,0,A7M,Archival
4/24/16,0,A2M,Archival
4/24/16,0,T2M,Archival
4/25/16,0,A7M,Archival
4/25/16,0,A2M,Archival
4/25/16,0,T2M,Archival
4/26/16,0,A7M,Archival
4/26/16,0,A2M,Archival
4/26/16,0,T2M,Archival
4/27/16,0,A7M,Archival
4/27/16,0,A2M,Archival
4/27/16,0,T2M,Archival
4/28/16,0,A7M,Archival
4/28/16,0,A2M,Archival
4/28/16,0,T2M,Archival
4/29/16,0,A7M,Archival
4/29/16,0,A2M,Archival
4/29/16,0,T2M,Archival
4/30/16,0,A7M,Archival
4/30/16,0,A2M,Archival
4/30/16,0,T2M,Archival
5/1/16,0,A7M,Archival
5/1/16,0,A2M,Archival
5/1/16,0,T2M,Archival
5/2/16,0,A7M,Archival
5/2/16,0,A2M,Archival
5/2/16,0,T2M,Archival
5/3/16,0,A7M,Archival
5/3/16,0,A2M,Archival
5/3/16,0,T2M,Archival
5/4/16,0,A7M,Archival
5/4/16,0,A2M,Archival
5/4/16,0,T2M,Archival
5/5/16,0,A7M,Archival
5/5/16,0,A2M,Archival
5/5/16,0,T2M,Archival
5/6/16,0,A7M,Archival
5/6/16,0,A2M,Archival
5/6/16,0,T2M,Archival
5/7/16,0,A7M,Archival
5/7/16,0,A2M,Archival
5/7/16,0,T2M,Archival
5/8/16,0,A7M,Archival
5/8/16,0,A2M,Archival
5/8/16,0,T2M,Archival
5/9/16,0,A7M,Archival
5/9/16,0,A2M,Archival
5/9/16,0,T2M,Archival
5/10/16,0,A7M,Archival
5/10/16,0,A2M,Archival
5/10/16,0,T2M,Archival
5/11/16,0,A7M,Archival
5/11/16,0,A2M,Archival
5/11/16,0,T2M,Archival
5/12/16,0,A7M,Archival
5/12/16,0,A2M,Archival
5/12/16,0,T2M,Archival
5/13/16,0,A7M,Archival
5/13/16,0,A2M,Archival
5/13/16,0,T2M,Archival
5/14/16,0,A7M,Archival
5/14/16,0,A2M,Archival
5/14/16,0,T2M,Archival
5/15/16,0,A7M,Archival
5/15/16,0,A2M,Archival
5/15/16,0,T2M,Archival
5/16/16,0,A7M,Archival
5/16/16,0,A2M,Archival
5/16/16,0,T2M,Archival
5/17/16,0,A7M,Archival
5/17/16,0,A2M,Archival
5/17/16,0,T2M,Archival
5/18/16,0,A7M,Archival
5/18/16,0,A2M,Archival
5/18/16,0,T2M,Archival
5/19/16,0,A7M,Archival
5/19/16,0,A2M,Archival
5/19/16,0,T2M,Archival
5/20/16,0,A7M,Archival
5/20/16,0,A2M,Archival
5/20/16,0,T2M,Archival
5/21/16,0,A7M,Archival
5/21/16,0,A2M,Archival
5/21/16,0,T2M,Archival
5/22/16,0,A7M,Archival
5/22/16,0,A2M,Archival
5/22/16,0,T2M,Archival
5/23/16,0,A7M,Archival
5/23/16,0,A2M,Archival
5/23/16,0,T2M,Archival
5/24/16,0,A7M,Archival
5/24/16,0,A2M,Archival
5/24/16,0,T2M,Archival
5/25/16,0,A7M,Archival
5/25/16,0,A2M,Archival
5/25/16,0,T2M,Archival
5/26/16,0,A7M,Archival
5/26/16,0,A2M,Archival
5/26/16,0,T2M,Archival
5/27/16,0,A7M,Archival
5/27/16,0,A2M,Archival
5/27/16,0,T2M,Archival
5/28/16,0,A7M,Archival
5/28/16,0,A2M,Archival
5/28/16,0,T2M,Archival
5/29/16,0,A7M,Archival
5/29/16,0,A2M,Archival
5/29/16,0,T2M,Archival
5/30/16,0,A7M,Archival
5/30/16,0,A2M,Archival
5/30/16,0,T2M,Archival
5/31/16,0,A7M,Archival
5/31/16,0,A2M,Archival
5/31/16,0,T2M,Archival
6/1/16,0,A7M,Archival
6/1/16,0,A2M,Archival
6/1/16,0,T2M,Archival
6/2/16,0,A7M,Archival
6/2/16,0,A2M,Archival
6/2/16,0,T2M,Archival
6/3/16,0,A7M,Archival
6/3/16,0,A2M,Archival
6/3/16,0,T2M,Archival
6/4/16,0,A7M,Archival
6/4/16,0,A2M,Archival
6/4/16,0,T2M,Archival
6/5/16,0,A7M,Archival
6/5/16,0,A2M,Archival
6/5/16,0,T2M,Archival
6/6/16,0,A7M,Archival
6/6/16,0,A2M,Archival
6/6/16,0,T2M,Archival
6/7/16,0,A7M,Archival
6/7/16,0,A2M,Archival
6/7/16,0,T2M,Archival
6/8/16,0,A7M,Archival
6/8/16,0,A2M,Archival
6/8/16,0,T2M,Archival
6/9/16,0,A7M,Archival
6/9/16,0,A2M,Archival
6/9/16,0,T2M,Archival
6/10/16,0,A7M,Archival
6/10/16,0,A2M,Archival
6/10/16,0,T2M,Archival
6/11/16,0,A7M,Archival
6/11/16,0,A2M,Archival
6/11/16,0,T2M,Archival
6/12/16,0,A7M,Archival
6/12/16,0,A2M,Archival
6/12/16,0,T2M,Archival
6/13/16,0,A7M,Archival
6/13/16,0,A2M,Archival
6/13/16,0,T2M,Archival
6/14/16,0,A7M,Archival
6/14/16,0,A2M,Archival
6/14/16,0,T2M,Archival
