date,daily_occurrence,site,device_type
6/15/16,0,A7M,Archival
6/15/16,0,A2M,Archival
6/15/16,0,T2M,Archival
6/16/16,0,A7M,Archival
6/16/16,0,A2M,Archival
6/16/16,0,T2M,Archival
6/17/16,0,A7M,Archival
6/17/16,0,A2M,Archival
6/17/16,0,T2M,Archival
6/18/16,0,A7M,Archival
6/18/16,0,A2M,Archival
6/18/16,0,T2M,Archival
6/19/16,0,A7M,Archival
6/19/16,0,A2M,Archival
6/19/16,0,T2M,Archival
6/20/16,0,A7M,Archival
6/20/16,0,A2M,Archival
6/20/16,0,T2M,Archival
6/21/16,0,A7M,Archival
6/21/16,0,A2M,Archival
6/21/16,0,T2M,Archival
6/22/16,0,A7M,Archival
6/22/16,0,A2M,Archival
6/22/16,0,T2M,Archival
6/23/16,0,A7M,Archival
6/23/16,0,A2M,Archival
6/23/16,0,T2M,Archival
6/24/16,0,A7M,Archival
6/24/16,0,A2M,Archival
6/24/16,0,T2M,Archival
6/25/16,0,A7M,Archival
6/25/16,0,A2M,Archival
6/25/16,0,T2M,Archival
6/26/16,0,A7M,Archival
6/26/16,0,A2M,Archival
6/26/16,0,T2M,Archival
6/27/16,0,A7M,Archival
6/27/16,0,A2M,Archival
6/27/16,0,T2M,Archival
6/28/16,0,A7M,Archival
6/28/16,0,A2M,Archival
6/28/16,0,T2M,Archival
6/29/16,0,A7M,Archival
6/29/16,0,A2M,Archival
6/29/16,0,T2M,Archival
6/30/16,0,A7M,Archival
6/30/16,0,A2M,Archival
6/30/16,0,T2M,Archival
7/1/16,0,A7M,Archival
7/1/16,0,A2M,Archival
7/1/16,0,T2M,Archival
7/2/16,0,A7M,Archival
7/2/16,0,A2M,Archival
7/2/16,0,T2M,Archival
7/3/16,0,A7M,Archival
7/3/16,0,A2M,Archival
7/3/16,0,T2M,Archival
7/4/16,0,A7M,Archival
7/4/16,0,A2M,Archival
7/4/16,0,T2M,Archival
7/5/16,0,A7M,Archival
7/5/16,0,A2M,Archival
7/5/16,0,T2M,Archival
7/6/16,0,A7M,Archival
7/6/16,0,A2M,Archival
7/6/16,0,T2M,Archival
7/7/16,0,A7M,Archival
7/7/16,0,A2M,Archival
7/7/16,0,T2M,Archival
7/8/16,0,A7M,Archival
7/8/16,0,A2M,Archival
7/8/16,0,T2M,Archival
7/9/16,0,A7M,Archival
7/9/16,0,A2M,Archival
7/9/16,0,T2M,Archival
7/10/16,0,A7M,Archival
7/10/16,0,A2M,Archival
7/10/16,0,T2M,Archival
7/11/16,0,A7M,Archival
7/11/16,0,A2M,Archival
7/11/16,0,T2M,Archival
7/12/16,0,A7M,Archival
7/12/16,0,A2M,Archival
7/12/16,0,T2M,Archival
7/13/16,0,A7M,Archival
7/13/16,0,A2M,Archival
7/13/16,0,T2M,Archival
7/14/16,0,A7M,Archival
7/14/16,0,A2M,Archival
7/14/16,0,T2M,Archival
7/15/16,0,A7M,Archival
7/15/16,0,A2M,Archival
7/15/16,0,T2M,Archival
7/16/16,0,A7M,Archival
7/16/16,0,A2M,Archival
7/16/16,0,T2M,Archival
7/17/16,0,A7M,Archival
7/17/16,0,A2M,Archival
7/17/16,0,T2M,Archival
7/25/16,0,A7M,Archival
7/25/16,0,A2M,Archival
7/25/16,0,T2M,Archival
7/26/16,0,A7M,Archival
7/26/16,0,A2M,Archival
7/26/16,0,T2M,Archival
7/27/16,0,A7M,Archival
7/27/16,0,A2M,Archival
7/27/16,0,T2M,Archival
7/28/16,0,A7M,Archival
7/28/16,0,A2M,Archival
7/28/16,0,T2M,Archival
7/29/16,0,A7M,Archival
7/29/16,0,A2M,Archival
7/29/16,0,T2M,Archival
7/30/16,0,A7M,Archival
7/30/16,0,A2M,Archival
7/30/16,0,T2M,Archival
7/31/16,0,A7M,Archival
7/31/16,0,A2M,Archival
7/31/16,0,T2M,Archival
8/1/16,0,A7M,Archival
8/1/16,0,A2M,Archival
8/1/16,0,T2M,Archival
8/2/16,0,A7M,Archival
8/2/16,0,A2M,Archival
8/2/16,0,T2M,Archival
8/3/16,0,A7M,Archival
8/3/16,0,A2M,Archival
8/3/16,0,T2M,Archival
8/4/16,0,A7M,Archival
8/4/16,0,A2M,Archival
8/4/16,0,T2M,Archival
8/5/16,0,A7M,Archival
8/5/16,0,A2M,Archival
8/5/16,0,T2M,Archival
8/6/16,0,A7M,Archival
8/6/16,0,A2M,Archival
8/6/16,0,T2M,Archival
8/7/16,0,A7M,Archival
8/7/16,0,A2M,Archival
8/7/16,0,T2M,Archival
8/8/16,0,A7M,Archival
8/8/16,0,A2M,Archival
8/8/16,0,T2M,Archival
8/9/16,0,A7M,Archival
8/9/16,0,A2M,Archival
8/9/16,0,T2M,Archival
8/10/16,0,A7M,Archival
8/10/16,0,A2M,Archival
8/10/16,0,T2M,Archival
8/11/16,0,A7M,Archival
8/11/16,0,A2M,Archival
8/11/16,0,T2M,Archival
8/12/16,0,A7M,Archival
8/12/16,0,A2M,Archival
8/12/16,0,T2M,Archival
8/13/16,0,A7M,Archival
8/13/16,0,A2M,Archival
8/13/16,0,T2M,Archival
8/14/16,0,A7M,Archival
8/14/16,0,A2M,Archival
8/14/16,0,T2M,Archival
8/15/16,0,A7M,Archival
8/15/16,0,A2M,Archival
8/15/16,0,T2M,Archival
8/16/16,0,A7M,Archival
8/16/16,0,A2M,Archival
8/16/16,0,T2M,Archival
8/17/16,0,A7M,Archival
8/17/16,0,A2M,Archival
8/17/16,0,T2M,Archival
8/18/16,0,A7M,Archival
8/18/16,0,A2M,Archival
8/18/16,0,T2M,Archival
8/19/16,0,A7M,Archival
8/19/16,0,A2M,Archival
8/19/16,0,T2M,Archival
8/20/16,0,A7M,Archival
8/20/16,0,A2M,Archival
8/20/16,0,T2M,Archival
8/21/16,0,A7M,Archival
8/21/16,0,A2M,Archival
8/21/16,0,T2M,Archival
8/22/16,0,A7M,Archival
8/22/16,0,A2M,Archival
8/22/16,0,T2M,Archival
8/23/16,0,A7M,Archival
8/23/16,0,A2M,Archival
8/23/16,0,T2M,Archival
8/24/16,0,A7M,Archival
8/24/16,0,A2M,Archival
8/24/16,0,T2M,Archival
8/25/16,0,A7M,Archival
8/25/16,0,A2M,Archival
8/25/16,0,T2M,Archival
8/26/16,0,A7M,Archival
8/26/16,0,A2M,Archival
8/26/16,0,T2M,Archival
8/27/16,0,A7M,Archival
8/27/16,0,A2M,Archival
8/27/16,0,T2M,Archival
8/28/16,0,A7M,Archival
8/28/16,0,A2M,Archival
8/28/16,0,T2M,Archival
8/29/16,0,A7M,Archival
8/29/16,0,A2M,Archival
8/29/16,0,T2M,Archival
8/30/16,0,A7M,Archival
8/30/16,0,A2M,Archival
8/30/16,0,T2M,Archival
8/31/16,0,A7M,Archival
8/31/16,0,A2M,Archival
8/31/16,0,T2M,Archival
9/1/16,0,A7M,Archival
9/1/16,0,A2M,Archival
9/1/16,0,T2M,Archival
9/2/16,0,A7M,Archival
9/2/16,0,A2M,Archival
9/2/16,0,T2M,Archival
9/3/16,0,A7M,Archival
9/3/16,0,A2M,Archival
9/3/16,0,T2M,Archival
9/4/16,0,A7M,Archival
9/4/16,0,A2M,Archival
9/4/16,0,T2M,Archival
9/5/16,0,A7M,Archival
9/5/16,0,A2M,Archival
9/5/16,0,T2M,Archival
9/6/16,0,A7M,Archival
9/6/16,0,A2M,Archival
9/6/16,0,T2M,Archival
9/7/16,0,A7M,Archival
9/7/16,0,A2M,Archival
9/7/16,0,T2M,Archival
9/8/16,0,A7M,Archival
9/8/16,0,A2M,Archival
9/8/16,0,T2M,Archival
9/9/16,0,A7M,Archival
9/9/16,0,A2M,Archival
9/9/16,0,T2M,Archival
9/10/16,0,A7M,Archival
9/10/16,0,A2M,Archival
9/10/16,0,T2M,Archival
9/11/16,0,A7M,Archival
9/11/16,0,A2M,Archival
9/11/16,0,T2M,Archival
9/12/16,0,A7M,Archival
9/12/16,0,A2M,Archival
9/12/16,0,T2M,Archival
9/13/16,0,A7M,Archival
9/13/16,0,A2M,Archival
9/13/16,0,T2M,Archival
9/14/16,0,A7M,Archival
9/14/16,0,A2M,Archival
9/14/16,0,T2M,Archival
9/15/16,0,A7M,Archival
9/15/16,0,A2M,Archival
9/15/16,0,T2M,Archival
9/16/16,0,A7M,Archival
9/16/16,0,A2M,Archival
9/16/16,0,T2M,Archival
9/17/16,0,A7M,Archival
9/17/16,0,A2M,Archival
9/17/16,0,T2M,Archival
9/18/16,0,A7M,Archival
9/18/16,0,A2M,Archival
9/18/16,0,T2M,Archival
9/19/16,0,A7M,Archival
9/19/16,0,A2M,Archival
9/19/16,0,T2M,Archival
9/20/16,0,A7M,Archival
9/20/16,0,A2M,Archival
9/20/16,0,T2M,Archival
9/21/16,0,A7M,Archival
9/21/16,0,A2M,Archival
9/21/16,0,T2M,Archival
9/22/16,0,A7M,Archival
9/22/16,0,A2M,Archival
9/22/16,0,T2M,Archival
9/23/16,0,A7M,Archival
9/23/16,0,A2M,Archival
9/23/16,0,T2M,Archival
9/24/16,0,A7M,Archival
9/24/16,0,A2M,Archival
9/24/16,0,T2M,Archival
9/25/16,0,A7M,Archival
9/25/16,0,A2M,Archival
9/25/16,0,T2M,Archival
9/26/16,0,A7M,Archival
9/26/16,0,A2M,Archival
9/26/16,1,T2M,Archival
9/27/16,0,A7M,Archival
9/27/16,0,A2M,Archival
9/27/16,0,T2M,Archival
9/28/16,0,A7M,Archival
9/28/16,0,A2M,Archival
9/28/16,0,T2M,Archival
9/29/16,0,A7M,Archival
9/29/16,0,A2M,Archival
9/29/16,0,T2M,Archival
9/30/16,0,A7M,Archival
9/30/16,0,A2M,Archival
9/30/16,0,T2M,Archival
10/1/16,0,A7M,Archival
10/1/16,0,A2M,Archival
10/1/16,0,T2M,Archival
10/2/16,0,A7M,Archival
10/2/16,0,A2M,Archival
10/2/16,0,T2M,Archival
10/3/16,0,A7M,Archival
10/3/16,0,A2M,Archival
10/3/16,0,T2M,Archival
10/4/16,0,A7M,Archival
10/4/16,0,A2M,Archival
10/4/16,0,T2M,Archival
10/5/16,0,A7M,Archival
10/5/16,0,A2M,Archival
10/5/16,0,T2M,Archival
10/6/16,0,A7M,Archival
10/6/16,0,A2M,Archival
10/6/16,0,T2M,Archival
10/7/16,0,A7M,Archival
10/7/16,0,A2M,Archival
10/7/16,0,T2M,Archival
10/8/16,0,A7M,Archival
10/8/16,0,A2M,Archival
10/8/16,0,T2M,Archival
10/9/16,0,A7M,Archival
10/9/16,0,A2M,Archival
10/9/16,0,T2M,Archival
10/10/16,0,A7M,Archival
10/10/16,0,A2M,Archival
10/10/16,0,T2M,Archival
10/11/16,0,A7M,Archival
10/11/16,0,A2M,Archival
10/11/16,0,T2M,Archival
10/12/16,0,A7M,Archival
10/12/16,0,A2M,Archival
10/12/16,0,T2M,Archival
10/13/16,0,A7M,Archival
10/13/16,0,A2M,Archival
10/13/16,0,T2M,Archival
10/14/16,0,A7M,Archival
10/14/16,0,A2M,Archival
10/14/16,0,T2M,Archival
10/15/16,0,A7M,Archival
10/15/16,0,A2M,Archival
10/15/16,0,T2M,Archival
10/16/16,0,A7M,Archival
10/16/16,0,A2M,Archival
10/16/16,0,T2M,Archival
10/17/16,0,A7M,Archival
10/17/16,0,A2M,Archival
10/17/16,0,T2M,Archival
10/18/16,0,A7M,Archival
10/18/16,0,A2M,Archival
10/18/16,0,T2M,Archival
10/19/16,0,A7M,Archival
10/19/16,0,A2M,Archival
10/19/16,0,T2M,Archival
10/20/16,0,A7M,Archival
10/20/16,0,A2M,Archival
10/20/16,0,T2M,Archival
10/21/16,0,A7M,Archival
10/21/16,0,A2M,Archival
10/21/16,0,T2M,Archival
10/22/16,0,A7M,Archival
10/22/16,0,A2M,Archival
10/22/16,0,T2M,Archival
10/23/16,1,A7M,Archival
10/23/16,0,A2M,Archival
10/23/16,1,T2M,Archival
10/24/16,0,A7M,Archival
10/24/16,0,A2M,Archival
10/24/16,0,T2M,Archival
10/25/16,0,A7M,Archival
10/25/16,0,A2M,Archival
10/25/16,0,T2M,Archival
10/26/16,0,A7M,Archival
10/26/16,0,A2M,Archival
10/26/16,0,T2M,Archival
10/27/16,0,A7M,Archival
10/27/16,0,A2M,Archival
10/27/16,0,T2M,Archival
10/28/16,0,A7M,Archival
10/28/16,0,A2M,Archival
10/28/16,0,T2M,Archival
10/29/16,0,A7M,Archival
10/29/16,0,A2M,Archival
10/29/16,0,T2M,Archival
10/30/16,0,A7M,Archival
10/30/16,0,A2M,Archival
10/30/16,0,T2M,Archival
10/31/16,0,A7M,Archival
10/31/16,0,A2M,Archival
10/31/16,0,T2M,Archival
11/1/16,0,A7M,Archival
11/1/16,0,A2M,Archival
11/1/16,0,T2M,Archival
11/2/16,0,A7M,Archival
11/2/16,0,A2M,Archival
11/2/16,0,T2M,Archival
11/3/16,0,A7M,Archival
11/3/16,0,A2M,Archival
11/3/16,0,T2M,Archival
11/4/16,0,A7M,Archival
11/4/16,0,A2M,Archival
11/4/16,0,T2M,Archival
11/5/16,0,A7M,Archival
11/5/16,0,A2M,Archival
11/5/16,0,T2M,Archival
11/6/16,0,A7M,Archival
11/6/16,0,A2M,Archival
11/6/16,0,T2M,Archival
11/7/16,0,A7M,Archival
11/7/16,0,A2M,Archival
11/7/16,0,T2M,Archival
11/8/16,0,A7M,Archival
11/8/16,0,A2M,Archival
11/8/16,0,T2M,Archival
11/9/16,0,A7M,Archival
11/9/16,0,A2M,Archival
11/9/16,0,T2M,Archival
11/10/16,0,A7M,Archival
11/10/16,0,A2M,Archival
11/10/16,0,T2M,Archival
11/11/16,1,A7M,Archival
11/11/16,0,A2M,Archival
11/11/16,1,T2M,Archival
11/12/16,0,A7M,Archival
11/12/16,0,A2M,Archival
11/12/16,0,T2M,Archival
11/13/16,0,A7M,Archival
11/13/16,0,A2M,Archival
11/13/16,0,T2M,Archival
11/14/16,0,A7M,Archival
11/14/16,0,A2M,Archival
11/14/16,0,T2M,Archival
11/15/16,0,A7M,Archival
11/15/16,0,A2M,Archival
11/15/16,0,T2M,Archival
11/16/16,0,A7M,Archival
11/16/16,0,A2M,Archival
11/16/16,0,T2M,Archival
11/17/16,0,A7M,Archival
11/17/16,0,A2M,Archival
11/17/16,0,T2M,Archival
11/18/16,0,A7M,Archival
11/18/16,0,A2M,Archival
11/18/16,0,T2M,Archival
11/19/16,0,A7M,Archival
11/19/16,0,A2M,Archival
11/19/16,0,T2M,Archival
11/20/16,0,A7M,Archival
11/20/16,1,A2M,Archival
11/20/16,0,T2M,Archival
11/21/16,0,A7M,Archival
11/21/16,1,A2M,Archival
11/21/16,0,T2M,Archival
11/22/16,1,A7M,Archival
11/22/16,0,A2M,Archival
11/22/16,0,T2M,Archival
11/23/16,0,A7M,Archival
11/23/16,0,A2M,Archival
11/23/16,0,T2M,Archival
11/24/16,0,A7M,Archival
11/24/16,0,A2M,Archival
11/24/16,0,T2M,Archival
11/25/16,0,A7M,Archival
11/25/16,0,A2M,Archival
11/25/16,0,T2M,Archival
11/26/16,0,A7M,Archival
11/26/16,0,A2M,Archival
11/26/16,0,T2M,Archival
11/27/16,0,A7M,Archival
11/27/16,0,A2M,Archival
11/27/16,0,T2M,Archival
11/28/16,0,A7M,Archival
11/28/16,1,A2M,Archival
11/28/16,0,T2M,Archival
11/29/16,0,A7M,Archival
11/29/16,0,A2M,Archival
11/29/16,0,T2M,Archival
11/30/16,1,A7M,Archival
11/30/16,0,A2M,Archival
11/30/16,0,T2M,Archival
12/1/16,0,A7M,Archival
12/1/16,0,A2M,Archival
12/1/16,0,T2M,Archival
12/2/16,0,A7M,Archival
12/2/16,1,A2M,Archival
12/2/16,0,T2M,Archival
12/3/16,0,A7M,Archival
12/3/16,1,A2M,Archival
12/3/16,0,T2M,Archival
12/4/16,0,A7M,Archival
12/4/16,0,A2M,Archival
12/4/16,0,T2M,Archival
12/5/16,0,A7M,Archival
12/5/16,1,A2M,Archival
12/5/16,0,T2M,Archival
12/6/16,0,A7M,Archival
12/6/16,0,A2M,Archival
12/6/16,0,T2M,Archival
12/7/16,0,A7M,Archival
12/7/16,0,A2M,Archival
12/7/16,0,T2M,Archival
12/8/16,0,A7M,Archival
12/8/16,0,A2M,Archival
12/8/16,0,T2M,Archival
12/9/16,0,A7M,Archival
12/9/16,0,A2M,Archival
12/9/16,0,T2M,Archival
12/10/16,0,A7M,Archival
12/10/16,0,A2M,Archival
12/10/16,0,T2M,Archival
12/11/16,0,A7M,Archival
12/11/16,0,A2M,Archival
12/11/16,0,T2M,Archival
12/12/16,0,A7M,Archival
12/12/16,0,A2M,Archival
12/12/16,0,T2M,Archival
12/13/16,0,A7M,Archival
12/13/16,0,A2M,Archival
12/13/16,0,T2M,Archival
12/14/16,1,A7M,Archival
12/14/16,1,A2M,Archival
12/14/16,0,T2M,Archival
12/15/16,1,A7M,Archival
12/15/16,1,A2M,Archival
12/15/16,0,T2M,Archival
12/16/16,0,A7M,Archival
12/16/16,0,A2M,Archival
12/16/16,0,T2M,Archival
12/17/16,0,A7M,Archival
12/17/16,0,A2M,Archival
12/17/16,0,T2M,Archival
12/18/16,0,A7M,Archival
12/18/16,0,A2M,Archival
12/18/16,0,T2M,Archival
12/19/16,0,A7M,Archival
12/19/16,0,A2M,Archival
12/19/16,0,T2M,Archival
12/20/16,0,A7M,Archival
12/20/16,1,A2M,Archival
12/20/16,0,T2M,Archival
12/21/16,0,A7M,Archival
12/21/16,0,A2M,Archival
12/21/16,0,T2M,Archival
12/22/16,0,A7M,Archival
12/22/16,0,A2M,Archival
12/22/16,0,T2M,Archival
12/23/16,0,A7M,Archival
12/23/16,0,A2M,Archival
12/23/16,0,T2M,Archival
12/24/16,1,A7M,Archival
12/24/16,1,A2M,Archival
12/24/16,0,T2M,Archival
12/25/16,1,A7M,Archival
12/25/16,1,A2M,Archival
12/25/16,0,T2M,Archival
12/26/16,1,A7M,Archival
12/26/16,0,A2M,Archival
12/26/16,0,T2M,Archival
12/27/16,0,A7M,Archival
12/27/16,0,A2M,Archival
12/27/16,0,T2M,Archival
12/28/16,1,A7M,Archival
12/28/16,1,A2M,Archival
12/28/16,0,T2M,Archival
12/29/16,1,A7M,Archival
12/29/16,1,A2M,Archival
12/30/16,1,A7M,Archival
12/30/16,0,A2M,Archival
12/31/16,1,A7M,Archival
12/31/16,0,A2M,Archival
1/1/17,1,A7M,Archival
1/1/17,1,A2M,Archival
1/2/17,1,A7M,Archival
1/2/17,1,A2M,Archival
1/3/17,1,A7M,Archival
1/3/17,1,A2M,Archival
1/4/17,1,A7M,Archival
1/4/17,1,A2M,Archival
1/5/17,1,A7M,Archival
1/5/17,1,A2M,Archival
1/6/17,1,A7M,Archival
1/6/17,1,A2M,Archival
1/7/17,0,A7M,Archival
1/7/17,0,A2M,Archival
1/8/17,0,A7M,Archival
1/8/17,1,A2M,Archival
1/8/17,0,T2M,Archival
1/9/17,0,A7M,Archival
1/9/17,0,A2M,Archival
1/9/17,0,T2M,Archival
1/10/17,0,A7M,Archival
1/10/17,0,A2M,Archival
1/10/17,0,T2M,Archival
1/11/17,0,A7M,Archival
1/11/17,0,A2M,Archival
1/11/17,1,T2M,Archival
1/12/17,1,A7M,Archival
1/12/17,0,A2M,Archival
1/12/17,1,T2M,Archival
1/13/17,1,A7M,Archival
1/13/17,0,A2M,Archival
1/13/17,1,T2M,Archival
1/14/17,1,A7M,Archival
1/14/17,1,A2M,Archival
1/14/17,1,T2M,Archival
1/15/17,0,A7M,Archival
1/15/17,1,A2M,Archival
1/15/17,1,T2M,Archival
1/16/17,1,A7M,Archival
1/16/17,1,A2M,Archival
1/16/17,0,T2M,Archival
1/17/17,0,A7M,Archival
1/17/17,1,A2M,Archival
1/17/17,0,T2M,Archival
1/18/17,0,A7M,Archival
1/18/17,0,A2M,Archival
1/18/17,0,T2M,Archival
1/19/17,0,A7M,Archival
1/19/17,0,A2M,Archival
1/19/17,1,T2M,Archival
1/20/17,0,A7M,Archival
1/20/17,0,A2M,Archival
1/20/17,1,T2M,Archival
1/21/17,0,A7M,Archival
1/21/17,0,A2M,Archival
1/21/17,0,T2M,Archival
1/22/17,0,A7M,Archival
1/22/17,0,A2M,Archival
1/22/17,1,T2M,Archival
1/23/17,0,A7M,Archival
1/23/17,0,A2M,Archival
1/23/17,0,T2M,Archival
1/24/17,0,A7M,Archival
1/24/17,0,A2M,Archival
1/24/17,0,T2M,Archival
1/25/17,0,A7M,Archival
1/25/17,0,A2M,Archival
1/25/17,0,T2M,Archival
1/26/17,0,A7M,Archival
1/26/17,0,A2M,Archival
1/26/17,0,T2M,Archival
1/27/17,1,A7M,Archival
1/27/17,0,A2M,Archival
1/27/17,0,T2M,Archival
1/28/17,1,A7M,Archival
1/28/17,0,A2M,Archival
1/28/17,1,T2M,Archival
1/29/17,0,A7M,Archival
1/29/17,1,A2M,Archival
1/29/17,0,T2M,Archival
1/30/17,0,A7M,Archival
1/30/17,0,A2M,Archival
1/30/17,0,T2M,Archival
1/31/17,1,A7M,Archival
1/31/17,0,A2M,Archival
1/31/17,1,T2M,Archival
2/1/17,0,A7M,Archival
2/1/17,0,A2M,Archival
2/1/17,0,T2M,Archival
2/2/17,0,A7M,Archival
2/2/17,0,A2M,Archival
2/2/17,0,T2M,Archival
2/3/17,0,A7M,Archival
2/3/17,0,A2M,Archival
2/3/17,0,T2M,Archival
2/4/17,0,A7M,Archival
2/4/17,0,A2M,Archival
2/4/17,0,T2M,Archival
2/5/17,0,A7M,Archival
2/5/17,0,A2M,Archival
2/5/17,0,T2M,Archival
2/6/17,0,A7M,Archival
2/6/17,0,A2M,Archival
2/6/17,1,T2M,Archival
2/7/17,0,A7M,Archival
2/7/17,0,A2M,Archival
2/7/17,0,T2M,Archival
2/8/17,0,A7M,Archival
2/8/17,0,A2M,Archival
2/8/17,0,T2M,Archival
2/9/17,0,A7M,Archival
2/9/17,0,A2M,Archival
2/9/17,0,T2M,Archival
2/10/17,0,A7M,Archival
2/10/17,0,A2M,Archival
2/10/17,0,T2M,Archival
2/11/17,0,A7M,Archival
2/11/17,0,A2M,Archival
2/11/17,0,T2M,Archival
2/12/17,0,A7M,Archival
2/12/17,0,A2M,Archival
2/12/17,0,T2M,Archival
2/13/17,0,A7M,Archival
2/13/17,0,A2M,Archival
2/13/17,0,T2M,Archival
2/14/17,0,A7M,Archival
2/14/17,0,A2M,Archival
2/14/17,0,T2M,Archival
2/15/17,0,A7M,Archival
2/15/17,0,A2M,Archival
2/15/17,0,T2M,Archival
2/16/17,0,A7M,Archival
2/16/17,0,A2M,Archival
2/16/17,0,T2M,Archival
2/17/17,0,A7M,Archival
2/17/17,0,A2M,Archival
2/17/17,0,T2M,Archival
2/18/17,0,A7M,Archival
2/18/17,0,A2M,Archival
2/18/17,0,T2M,Archival
2/19/17,0,A7M,Archival
2/19/17,0,A2M,Archival
2/19/17,0,T2M,Archival
2/20/17,0,A7M,Archival
2/20/17,0,A2M,Archival
2/20/17,0,T2M,Archival
2/21/17,0,A7M,Archival
2/21/17,0,A2M,Archival
2/21/17,0,T2M,Archival
2/22/17,0,A7M,Archival
2/22/17,0,A2M,Archival
2/22/17,0,T2M,Archival
2/23/17,0,A7M,Archival
2/23/17,0,A2M,Archival
2/23/17,0,T2M,Archival
2/24/17,0,A7M,Archival
2/24/17,0,A2M,Archival
2/24/17,0,T2M,Archival
2/25/17,0,A7M,Archival
2/25/17,0,A2M,Archival
2/25/17,0,T2M,Archival
2/26/17,0,A7M,Archival
2/26/17,0,A2M,Archival
2/26/17,0,T2M,Archival
2/27/17,0,A7M,Archival
2/27/17,0,A2M,Archival
2/27/17,0,T2M,Archival
2/28/17,0,A7M,Archival
2/28/17,0,A2M,Archival
2/28/17,0,T2M,Archival
3/1/17,0,A7M,Archival
3/1/17,0,A2M,Archival
3/1/17,0,T2M,Archival
3/2/17,0,A7M,Archival
3/2/17,0,A2M,Archival
3/2/17,0,T2M,Archival
3/3/17,1,A7M,Archival
3/3/17,0,A2M,Archival
3/3/17,1,T2M,Archival
3/4/17,0,A7M,Archival
3/4/17,0,A2M,Archival
3/4/17,0,T2M,Archival
3/5/17,0,A7M,Archival
3/5/17,0,A2M,Archival
3/5/17,1,T2M,Archival
3/6/17,0,A7M,Archival
3/6/17,0,A2M,Archival
3/6/17,0,T2M,Archival
3/7/17,0,A7M,Archival
3/7/17,1,A2M,Archival
3/7/17,0,T2M,Archival
3/8/17,0,A7M,Archival
3/8/17,0,A2M,Archival
3/8/17,0,T2M,Archival
3/9/17,0,A7M,Archival
3/9/17,0,A2M,Archival
3/9/17,0,T2M,Archival
3/10/17,0,A7M,Archival
3/10/17,0,A2M,Archival
3/10/17,0,T2M,Archival
3/11/17,0,A7M,Archival
3/11/17,0,A2M,Archival
3/11/17,0,T2M,Archival
3/12/17,1,A7M,Archival
3/12/17,0,A2M,Archival
3/12/17,1,T2M,Archival
3/13/17,1,A7M,Archival
3/13/17,1,A2M,Archival
3/13/17,0,T2M,Archival
3/14/17,0,A7M,Archival
3/14/17,0,A2M,Archival
3/14/17,0,T2M,Archival
3/15/17,0,A7M,Archival
3/15/17,0,A2M,Archival
3/15/17,0,T2M,Archival
3/16/17,0,A7M,Archival
3/16/17,0,A2M,Archival
3/16/17,0,T2M,Archival
3/17/17,0,A7M,Archival
3/17/17,0,A2M,Archival
3/17/17,0,T2M,Archival
3/18/17,0,A7M,Archival
3/18/17,0,A2M,Archival
3/18/17,0,T2M,Archival
3/19/17,0,A7M,Archival
3/19/17,0,A2M,Archival
3/19/17,0,T2M,Archival
3/20/17,1,A7M,Archival
3/20/17,0,A2M,Archival
3/20/17,0,T2M,Archival
3/21/17,1,A7M,Archival
3/21/17,0,A2M,Archival
3/21/17,1,T2M,Archival
3/22/17,0,A7M,Archival
3/22/17,1,A2M,Archival
3/22/17,0,T2M,Archival
3/23/17,1,A7M,Archival
3/23/17,0,A2M,Archival
3/23/17,1,T2M,Archival
3/24/17,0,A7M,Archival
3/24/17,0,A2M,Archival
3/24/17,0,T2M,Archival
3/25/17,0,A7M,Archival
3/25/17,0,A2M,Archival
3/25/17,0,T2M,Archival
3/26/17,0,A7M,Archival
3/26/17,0,A2M,Archival
3/26/17,0,T2M,Archival
3/27/17,0,A7M,Archival
3/27/17,0,A2M,Archival
3/27/17,0,T2M,Archival
3/28/17,0,A7M,Archival
3/28/17,0,A2M,Archival
3/28/17,0,T2M,Archival
3/29/17,0,A7M,Archival
3/29/17,0,A2M,Archival
3/29/17,0,T2M,Archival
3/30/17,0,A7M,Archival
3/30/17,1,A2M,Archival
3/30/17,0,T2M,Archival
3/31/17,0,A7M,Archival
3/31/17,0,A2M,Archival
3/31/17,0,T2M,Archival
4/1/17,0,A7M,Archival
4/1/17,0,A2M,Archival
4/1/17,0,T2M,Archival
4/2/17,0,A7M,Archival
4/2/17,0,A2M,Archival
4/2/17,0,T2M,Archival
4/3/17,0,A7M,Archival
4/3/17,0,A2M,Archival
4/3/17,0,T2M,Archival
4/4/17,0,A7M,Archival
4/4/17,0,A2M,Archival
4/4/17,0,T2M,Archival
4/5/17,0,A7M,Archival
4/5/17,0,A2M,Archival
4/5/17,0,T2M,Archival
4/6/17,1,A7M,Archival
4/6/17,0,A2M,Archival
4/6/17,0,T2M,Archival
4/7/17,0,A7M,Archival
4/7/17,0,A2M,Archival
4/7/17,0,T2M,Archival
4/8/17,0,A7M,Archival
4/8/17,0,A2M,Archival
4/8/17,0,T2M,Archival
4/9/17,0,A7M,Archival
4/9/17,0,A2M,Archival
4/9/17,0,T2M,Archival
4/10/17,0,A7M,Archival
4/10/17,0,A2M,Archival
4/10/17,0,T2M,Archival
4/11/17,0,A7M,Archival
4/11/17,0,A2M,Archival
4/11/17,0,T2M,Archival
4/12/17,0,A7M,Archival
4/12/17,0,A2M,Archival
