"time","bottom_temp","sst","sss","zeta","dist_shore_km","dist_OC_km","dist_200m_km","dist_MO_km","dist_RTWB_km","dist_NB_km","depth_m"
2015-05-06,7.16297960281372,12.3357973098755,31.3423290252686,-0.30601155757904,48.7,50.2,55.9,22.4,12.2,23.9,34
2015-05-07,7.20066976547241,13.0557813644409,31.1681594848633,-0.271344214677811,48.7,50.2,55.9,22.4,12.2,23.9,34
2015-05-08,7.0031795501709,14.3726758956909,31.1539249420166,-0.251000314950943,48.7,50.2,55.9,22.4,12.2,23.9,34
2015-05-09,6.90902948379517,14.8507089614868,31.2206802368164,-0.198268219828606,48.7,50.2,55.9,22.4,12.2,23.9,34
2015-05-10,6.40361404418945,15.3834524154663,31.0418338775635,-0.167449310421944,48.7,50.2,55.9,22.4,12.2,23.9,34
2015-05-11,6.71125602722168,15.7828321456909,30.8776378631592,-0.167418703436852,48.7,50.2,55.9,22.4,12.2,23.9,34
2015-05-12,6.81658983230591,15.7166633605957,30.9995555877686,-0.118172086775303,48.7,50.2,55.9,22.4,12.2,23.9,34
2015-05-13,7.1952166557312,15.2165975570679,31.2478275299072,-0.268263012170792,48.7,50.2,55.9,22.4,12.2,23.9,34
2015-05-14,7.19963121414185,13.7862749099731,31.5283966064453,-0.308782190084457,48.7,50.2,55.9,22.4,12.2,23.9,34
2015-05-15,6.8008131980896,14.1088590621948,31.6071319580078,-0.297839671373367,48.7,50.2,55.9,22.4,12.2,23.9,34
2015-05-16,6.81370687484741,14.4373865127563,31.632303237915,-0.235779985785484,48.7,50.2,55.9,22.4,12.2,23.9,34
2015-05-17,7.1807689666748,15.8145513534546,31.669548034668,-0.252580434083939,48.7,50.2,55.9,22.4,12.2,23.9,34
2015-05-18,7.26235771179199,16.4475040435791,31.6845169067383,-0.203466758131981,48.7,50.2,55.9,22.4,12.2,23.9,34
2015-05-19,7.01295137405396,16.9820575714111,31.8505916595459,-0.0973080396652222,48.7,50.2,55.9,22.4,12.2,23.9,34
2015-05-20,8.32339191436768,16.1811752319336,32.1145477294922,-0.113895922899246,48.7,50.2,55.9,22.4,12.2,23.9,34
2015-05-21,8.57935428619385,15.8127794265747,32.3065452575684,-0.123839594423771,48.7,50.2,55.9,22.4,12.2,23.9,34
2015-05-22,8.58420181274414,15.1061010360718,32.5512619018555,-0.136841237545013,48.7,50.2,55.9,22.4,12.2,23.9,34
2015-05-23,8.99119758605957,14.4534177780151,33.0278511047363,-0.295259743928909,48.7,50.2,55.9,22.4,12.2,23.9,34
2015-05-24,9.11706829071045,14.6347894668579,33.0270805358887,-0.309371173381805,48.7,50.2,55.9,22.4,12.2,23.9,34
2015-05-25,9.59874153137207,14.8643989562988,32.781192779541,-0.312158554792404,48.7,50.2,55.9,22.4,12.2,23.9,34
