"time","bottom_temp","sst","sss","zeta","dist_shore_km","dist_OC_km","dist_200m_km","dist_MO_km","dist_RTWB_km","dist_NB_km","depth_m"
2017-12-25,11.8100728988647,10.9486398696899,32.8889999389648,-0.1812933832407,36,37.6,67.9,10.4,0.7,17.8,32
2017-12-26,12.3622961044312,11.353985786438,32.9747924804688,-0.491157561540604,36,37.6,67.9,10.4,0.7,17.8,32
2017-12-27,12.6501235961914,11.4231386184692,33.0885581970215,-0.482832938432693,36,37.6,67.9,10.4,0.7,17.8,32
2017-12-28,12.7340669631958,11.0874032974243,33.1766815185547,-0.496557861566544,36,37.6,67.9,10.4,0.7,17.8,32
2017-12-29,12.444019317627,10.4891967773438,33.3331871032715,-0.442793220281601,36,37.6,67.9,10.4,0.7,17.8,32
2017-12-30,12.4147958755493,10.2148332595825,33.3565406799316,-0.282682567834854,36,37.6,67.9,10.4,0.7,17.8,32
2017-12-31,12.3551759719849,9.75080585479736,33.3554763793945,-0.326359957456589,36,37.6,67.9,10.4,0.7,17.8,32
2018-01-01,10.5434246063232,9.15806293487549,33.3342247009277,-0.338070780038834,36,37.6,67.9,10.4,0.7,17.8,32
2018-01-02,8.80534076690674,8.72383975982666,33.3592376708984,-0.423113077878952,36,37.6,67.9,10.4,0.7,17.8,32
2018-01-03,8.88872146606445,8.80416584014893,33.5071220397949,-0.296286791563034,36,37.6,67.9,10.4,0.7,17.8,32
2018-01-04,8.83045959472656,8.78289413452148,33.6655693054199,0.0498701892793179,36,37.6,67.9,10.4,0.7,17.8,32
2018-01-05,8.53202438354492,8.45261859893799,33.6590538024902,-0.318570762872696,36,37.6,67.9,10.4,0.7,17.8,32
2018-01-06,7.70416259765625,7.60718965530396,33.5963554382324,-0.78643661737442,36,37.6,67.9,10.4,0.7,17.8,32
2018-01-07,7.20401620864868,7.07418203353882,33.6777191162109,-0.696218252182007,36,37.6,67.9,10.4,0.7,17.8,32
2018-01-08,7.49046897888184,7.02868509292603,33.7908172607422,-0.495950311422348,36,37.6,67.9,10.4,0.7,17.8,32
2018-01-09,8.28785800933838,5.69125747680664,33.1570816040039,-0.554740309715271,36,37.6,67.9,10.4,0.7,17.8,32
2018-01-10,8.47828769683838,6.28722524642944,33.1954727172852,-0.423841863870621,36,37.6,67.9,10.4,0.7,17.8,32
2018-01-11,8.30911922454834,6.65731191635132,33.1824951171875,-0.341149657964706,36,37.6,67.9,10.4,0.7,17.8,32
2018-01-12,8.09294986724854,7.10101890563965,33.196216583252,-0.234018489718437,36,37.6,67.9,10.4,0.7,17.8,32
2018-01-13,7.72853517532349,6.60133600234985,32.9749488830566,-0.18809449672699,36,37.6,67.9,10.4,0.7,17.8,32
2018-01-14,7.5047173500061,6.62631940841675,33.1757354736328,-0.367401123046875,36,37.6,67.9,10.4,0.7,17.8,32
2018-01-15,7.01406145095825,6.96020889282227,33.423526763916,-0.241349935531616,36,37.6,67.9,10.4,0.7,17.8,32
2018-01-16,6.18715858459473,7.169189453125,33.440975189209,-0.125020548701286,36,37.6,67.9,10.4,0.7,17.8,32
2018-01-17,6.28326940536499,7.1492018699646,33.2774047851562,-0.0813165456056595,36,37.6,67.9,10.4,0.7,17.8,32
2018-01-18,6.23557996749878,6.35546445846558,33.2260398864746,-0.123933970928192,36,37.6,67.9,10.4,0.7,17.8,32
2018-01-19,6.56031227111816,6.23645353317261,33.440788269043,-0.200418099761009,36,37.6,67.9,10.4,0.7,17.8,32
2018-01-20,6.89253568649292,5.97579622268677,33.1993446350098,-0.226555868983269,36,37.6,67.9,10.4,0.7,17.8,32
