period_start,device_type,site,days_monitored,days_present,percent_occurrence
5/6/23,Archival,T2M,8,0,0
5/6/23,RealTime,RTWB,8,0,0
5/14/23,Archival,A2M,8,0,0
5/14/23,Archival,A7M,8,0,0
5/14/23,Archival,T2M,8,0,0
5/14/23,RealTime,RTWB,8,0,0
5/22/23,Archival,A2M,8,0,0
5/22/23,Archival,A7M,8,0,0
5/22/23,Archival,T2M,8,0,0
5/22/23,RealTime,RTWB,8,0,0
5/30/23,Archival,A2M,8,0,0
5/30/23,Archival,A7M,8,0,0
5/30/23,Archival,T2M,8,0,0
5/30/23,RealTime,RTWB,8,0,0
6/7/23,Archival,A2M,8,0,0
6/7/23,Archival,A7M,8,0,0
6/7/23,Archival,T2M,8,0,0
6/7/23,RealTime,RTWB,8,0,0
6/15/23,Archival,A2M,8,0,0
6/15/23,Archival,A7M,8,0,0
6/15/23,Archival,T2M,8,0,0
6/15/23,RealTime,RTWB,8,0,0
6/23/23,Archival,A2M,8,0,0
6/23/23,Archival,A7M,8,0,0
6/23/23,Archival,T2M,8,0,0
6/23/23,RealTime,RTWB,8,0,0
7/1/23,Archival,A2M,8,0,0
7/1/23,Archival,A7M,8,0,0
7/1/23,Archival,T2M,8,0,0
7/1/23,RealTime,RTWB,8,0,0
7/9/23,Archival,A2M,8,0,0
7/9/23,Archival,A7M,8,0,0
7/9/23,Archival,T2M,8,0,0
7/9/23,RealTime,RTWB,8,0,0
7/17/23,Archival,A2M,8,0,0
7/17/23,Archival,A7M,8,0,0
7/17/23,Archival,T2M,8,0,0
7/17/23,RealTime,RTWB,8,0,0
7/25/23,Archival,A2M,8,0,0
7/25/23,Archival,A7M,8,0,0
7/25/23,Archival,T2M,8,0,0
7/25/23,RealTime,RTWB,8,0,0
8/2/23,Archival,A2M,8,0,0
8/2/23,Archival,A7M,8,0,0
8/2/23,Archival,T2M,8,0,0
8/2/23,RealTime,RTWB,8,0,0
8/10/23,Archival,A2M,8,0,0
8/10/23,Archival,A7M,8,0,0
8/10/23,Archival,T2M,8,0,0
8/10/23,RealTime,RTWB,8,0,0
8/18/23,Archival,A2M,8,0,0
8/18/23,Archival,A7M,8,0,0
8/18/23,Archival,T2M,8,0,0
8/18/23,RealTime,RTWB,8,0,0
8/26/23,Archival,A2M,8,0,0
8/26/23,Archival,A7M,8,0,0
8/26/23,Archival,T2M,8,0,0
8/26/23,RealTime,RTWB,8,0,0
9/3/23,Archival,A2M,8,0,0
9/3/23,Archival,A7M,8,0,0
9/3/23,Archival,T2M,8,0,0
9/3/23,RealTime,RTWB,8,0,0
9/11/23,Archival,A2M,8,0,0
9/11/23,Archival,A7M,8,0,0
9/11/23,Archival,T2M,8,0,0
9/11/23,RealTime,RTWB,8,0,0
9/19/23,Archival,A2M,8,0,0
9/19/23,Archival,A7M,8,0,0
9/19/23,Archival,T2M,8,0,0
9/19/23,RealTime,RTWB,8,0,0
9/27/23,Archival,A2M,8,0,0
9/27/23,Archival,A7M,8,0,0
9/27/23,Archival,T2M,8,0,0
9/27/23,RealTime,RTWB,8,0,0
10/5/23,Archival,A2M,8,0,0
10/5/23,Archival,A7M,8,0,0
10/5/23,Archival,T2M,8,0,0
10/5/23,RealTime,RTWB,8,0,0
10/13/23,Archival,A2M,8,0,0
10/13/23,Archival,A7M,8,0,0
10/13/23,Archival,T2M,8,0,0
10/13/23,RealTime,RTWB,8,0,0
10/21/23,Archival,A2M,8,0,0
10/21/23,Archival,A7M,8,0,0
10/21/23,Archival,T2M,8,0,0
10/21/23,RealTime,RTWB,8,0,0
10/29/23,Archival,A2M,8,0,0
10/29/23,Archival,A7M,8,0,0
10/29/23,Archival,T2M,8,0,0
10/29/23,RealTime,RTWB,8,0,0
11/6/23,Archival,A2M,8,0,0
11/6/23,Archival,A7M,8,0,0
11/6/23,Archival,T2M,8,0,0
11/6/23,RealTime,RTWB,8,0,0
11/14/23,Archival,A2M,8,3,37.5
11/14/23,Archival,A7M,8,2,25
11/14/23,Archival,T2M,8,1,12.5
11/14/23,RealTime,RTWB,8,1,12.5
11/22/23,Archival,A2M,8,0,0
11/22/23,Archival,A7M,8,0,0
11/22/23,Archival,T2M,8,0,0
11/22/23,RealTime,RTWB,8,0,0
11/30/23,Archival,A2M,8,4,50
11/30/23,Archival,A7M,8,4,50
11/30/23,Archival,T2M,8,3,37.5
11/30/23,RealTime,RTWB,8,3,37.5
12/8/23,Archival,A2M,8,3,37.5
12/8/23,Archival,A7M,8,2,25
12/8/23,Archival,T2M,8,0,0
12/8/23,RealTime,RTWB,8,0,0
12/16/23,Archival,A2M,8,0,0
12/16/23,Archival,A7M,8,1,12.5
12/16/23,Archival,T2M,8,2,25
12/16/23,RealTime,RTWB,8,1,12.5
12/24/23,Archival,A2M,8,8,100
12/24/23,Archival,A7M,8,7,87.5
12/24/23,Archival,T2M,8,5,62.5
12/24/23,RealTime,RTWB,8,7,87.5
1/1/24,Archival,A2M,8,6,75
1/1/24,Archival,A7M,8,8,100
1/1/24,Archival,T2M,8,7,87.5
1/1/24,RealTime,RTWB,8,5,62.5
1/9/24,Archival,A2M,8,2,25
1/9/24,Archival,A7M,8,8,100
1/9/24,Archival,T2M,8,6,75
1/9/24,RealTime,RTWB,8,5,62.5
1/17/24,Archival,A2M,8,2,25
1/17/24,Archival,A7M,8,6,75
1/17/24,Archival,T2M,8,6,75
1/17/24,RealTime,RTWB,8,5,62.5
1/25/24,Archival,A2M,8,8,100
1/25/24,Archival,A7M,8,8,100
1/25/24,Archival,T2M,8,5,62.5
1/25/24,RealTime,RTWB,8,6,75
2/2/24,Archival,A2M,8,2,25
2/2/24,Archival,A7M,8,2,25
2/2/24,Archival,T2M,8,1,12.5
2/2/24,RealTime,RTWB,8,3,37.5
2/10/24,Archival,A2M,8,7,87.5
2/10/24,Archival,A7M,8,2,25
2/10/24,Archival,T2M,8,4,50
2/10/24,RealTime,RTWB,8,3,37.5
2/18/24,Archival,A2M,8,1,12.5
2/18/24,Archival,A7M,8,2,25
2/18/24,Archival,T2M,8,1,12.5
2/18/24,RealTime,RTWB,8,1,12.5
2/26/24,Archival,A2M,8,0,0
2/26/24,Archival,A7M,8,1,12.5
2/26/24,Archival,T2M,8,0,0
2/26/24,RealTime,RTWB,8,1,12.5
3/5/24,Archival,A2M,8,0,0
3/5/24,Archival,A7M,8,6,75
3/5/24,Archival,T2M,8,5,62.5
3/5/24,RealTime,RTWB,8,4,50
3/13/24,Archival,A2M,8,3,37.5
3/13/24,Archival,A7M,8,4,50
3/13/24,Archival,T2M,8,5,62.5
3/13/24,RealTime,RTWB,8,4,50
3/21/24,Archival,A2M,8,1,12.5
3/21/24,Archival,A7M,8,4,50
3/21/24,Archival,T2M,8,3,37.5
3/21/24,RealTime,RTWB,8,4,50
3/29/24,Archival,A2M,8,0,0
3/29/24,Archival,A7M,8,0,0
3/29/24,Archival,T2M,8,0,0
3/29/24,RealTime,RTWB,8,0,0
4/6/24,Archival,A2M,8,0,0
4/6/24,Archival,A7M,8,1,12.5
4/6/24,Archival,T2M,8,3,37.5
4/6/24,RealTime,RTWB,8,1,12.5
4/14/24,Archival,A2M,4,0,0
4/14/24,Archival,A7M,4,1,25
4/14/24,Archival,T2M,4,2,50
4/14/24,RealTime,RTWB,8,1,12.5
4/22/24,RealTime,RTWB,8,3,37.5
4/30/24,RealTime,RTWB,8,3,37.5
5/8/24,RealTime,RTWB,8,2,25
5/16/24,RealTime,RTWB,8,0,0
5/24/24,RealTime,RTWB,8,0,0
6/1/24,RealTime,RTWB,8,1,12.5
6/9/24,RealTime,RTWB,8,0,0
6/17/24,RealTime,RTWB,8,0,0
6/25/24,RealTime,RTWB,8,0,0
7/3/24,RealTime,RTWB,8,0,0
7/11/24,RealTime,RTWB,5,0,0
10/23/24,RealTime,RTWB,4,0,0
10/31/24,RealTime,RTWB,8,0,0
11/8/24,RealTime,RTWB,8,0,0
11/16/24,RealTime,RTWB,8,1,12.5
11/24/24,RealTime,RTWB,8,1,12.5
12/2/24,RealTime,RTWB,8,4,50
12/10/24,RealTime,RTWB,8,3,37.5
12/18/24,RealTime,RTWB,8,5,62.5
12/26/24,RealTime,RTWB,6,0,0
