"week_start","site","device_type","days_monitored","days_present","percent_occurrence"
2024-01-29,"RTWB","RealTime",7,2,28.5714285714286
2024-01-29,"T2M","Archival",7,3,42.8571428571429
2024-02-05,"A2M","Archival",7,2,28.5714285714286
2024-02-05,"A7M","Archival",7,2,28.5714285714286
2024-02-05,"RTWB","RealTime",7,3,42.8571428571429
2024-02-05,"T2M","Archival",7,2,28.5714285714286
2024-02-12,"A2M","Archival",7,6,85.7142857142857
2024-02-12,"A7M","Archival",7,2,28.5714285714286
2024-02-12,"RTWB","RealTime",7,3,42.8571428571429
2024-02-12,"T2M","Archival",7,3,42.8571428571429
2024-02-19,"A2M","Archival",7,1,14.2857142857143
2024-02-19,"A7M","Archival",7,2,28.5714285714286
2024-02-19,"RTWB","RealTime",7,1,14.2857142857143
2024-02-19,"T2M","Archival",7,1,14.2857142857143
2024-02-26,"A2M","Archival",7,0,0
2024-02-26,"A7M","Archival",7,1,14.2857142857143
2024-02-26,"RTWB","RealTime",7,1,14.2857142857143
2024-02-26,"T2M","Archival",7,0,0
2024-03-04,"A2M","Archival",7,0,0
2024-03-04,"A7M","Archival",7,4,57.1428571428571
2024-03-04,"RTWB","RealTime",7,3,42.8571428571429
2024-03-04,"T2M","Archival",7,3,42.8571428571429
2024-03-11,"A2M","Archival",7,2,28.5714285714286
2024-03-11,"A7M","Archival",7,5,71.4285714285714
2024-03-11,"RTWB","RealTime",7,3,42.8571428571429
2024-03-11,"T2M","Archival",7,5,71.4285714285714
2024-03-18,"A2M","Archival",7,2,28.5714285714286
2024-03-18,"A7M","Archival",7,4,57.1428571428571
2024-03-18,"RTWB","RealTime",7,4,57.1428571428571
2024-03-18,"T2M","Archival",7,4,57.1428571428571
2024-03-25,"A2M","Archival",7,0,0
2024-03-25,"A7M","Archival",7,1,14.2857142857143
2024-03-25,"RTWB","RealTime",7,2,28.5714285714286
2024-03-25,"T2M","Archival",7,1,14.2857142857143
2024-04-01,"A2M","Archival",7,0,0
2024-04-01,"A7M","Archival",7,0,0
2024-04-01,"RTWB","RealTime",7,0,0
2024-04-01,"T2M","Archival",7,1,14.2857142857143
2024-04-08,"A2M","Archival",7,0,0
2024-04-08,"A7M","Archival",7,1,14.2857142857143
2024-04-08,"RTWB","RealTime",7,1,14.2857142857143
2024-04-08,"T2M","Archival",7,2,28.5714285714286
2024-04-15,"A2M","Archival",3,0,0
2024-04-15,"A7M","Archival",3,1,33.3333333333333
2024-04-15,"RTWB","RealTime",7,1,14.2857142857143
2024-04-15,"T2M","Archival",3,2,66.6666666666667
2024-04-22,"RTWB","RealTime",7,2,28.5714285714286
2024-04-29,"RTWB","RealTime",7,3,42.8571428571429
2024-05-06,"RTWB","RealTime",7,2,28.5714285714286
2024-05-13,"RTWB","RealTime",7,1,14.2857142857143
2024-05-20,"RTWB","RealTime",7,0,0
2024-05-27,"RTWB","RealTime",7,1,14.2857142857143
2024-06-03,"RTWB","RealTime",7,0,0
2024-06-10,"RTWB","RealTime",7,0,0
2024-06-17,"RTWB","RealTime",7,0,0
2024-06-24,"RTWB","RealTime",7,0,0
2024-07-01,"RTWB","RealTime",7,0,0
2024-07-08,"RTWB","RealTime",7,0,0
2024-07-15,"RTWB","RealTime",1,0,0
2024-10-21,"RTWB","RealTime",1,0,0
2024-10-28,"RTWB","RealTime",7,0,0
2024-11-04,"RTWB","RealTime",7,0,0
2024-11-11,"RTWB","RealTime",7,0,0
2024-11-18,"RTWB","RealTime",7,1,14.2857142857143
2024-11-25,"RTWB","RealTime",7,1,14.2857142857143
2024-12-02,"RTWB","RealTime",7,3,42.8571428571429
2024-12-09,"RTWB","RealTime",7,3,42.8571428571429
2024-12-16,"RTWB","RealTime",7,4,57.1428571428571
2024-12-23,"RTWB","RealTime",7,2,28.5714285714286
2024-12-30,"RTWB","RealTime",2,0,0
