date,bottom_temp,sst,sss,stratification,zeta,dist_shore_km,dist_OC_km,dist_200m_km,dist_MO_km,dist_RTWB_km,dist_NB_km,depth_m,datetime,daily_occurrence,site,device_type
12/7/14,11.02572727,10.90809345,32.6506691,-0.004901409,0.088670611,21.4,23.1,83.3,5.3,16.3,13.5,24,12/7/14,1,A2M,Archival
12/8/14,10.76690006,10.75285435,32.90098953,-0.000585238,0.30728063,21.4,23.1,83.3,5.3,16.3,13.5,24,12/8/14,1,A2M,Archival
12/9/14,10.46155071,10.46627045,32.78046417,0.000196656,0.501197636,21.4,23.1,83.3,5.3,16.3,13.5,24,12/9/14,0,A2M,Archival
12/10/14,10.06611538,10.01855183,32.6041832,-0.001981815,0.125669912,21.4,23.1,83.3,5.3,16.3,13.5,24,12/10/14,0,A2M,Archival
12/11/14,9.716723442,9.489689827,32.41358566,-0.009459734,-0.150712222,21.4,23.1,83.3,5.3,16.3,13.5,24,12/11/14,0,A2M,Archival
12/12/14,9.258767128,8.335939407,31.94328308,-0.038451155,-0.208684444,21.4,23.1,83.3,5.3,16.3,13.5,24,12/12/14,1,A2M,Archival
12/13/14,9.055390358,8.284562111,32.0127182,-0.032117844,-0.134330824,21.4,23.1,83.3,5.3,16.3,13.5,24,12/13/14,1,A2M,Archival
12/14/14,8.749025345,8.229460716,32.08140945,-0.021648526,-0.108108938,21.4,23.1,83.3,5.3,16.3,13.5,24,12/14/14,1,A2M,Archival
12/15/14,8.623585701,8.454828262,32.39656448,-0.00703156,-0.165634453,21.4,23.1,83.3,5.3,16.3,13.5,24,12/15/14,0,A2M,Archival
12/16/14,8.811715126,7.744379044,31.76911926,-0.044472337,-0.078859374,21.4,23.1,83.3,5.3,16.3,13.5,24,12/16/14,0,A2M,Archival
12/17/14,8.978931427,7.438848972,31.10185432,-0.064170102,-0.067565642,21.4,23.1,83.3,5.3,16.3,13.5,24,12/17/14,0,A2M,Archival
12/18/14,9.002141953,8.073124886,31.17064476,-0.038709044,-0.232226908,21.4,23.1,83.3,5.3,16.3,13.5,24,12/18/14,0,A2M,Archival
12/19/14,9.244888306,7.837533474,31.42285347,-0.058639785,-0.268987805,21.4,23.1,83.3,5.3,16.3,13.5,24,12/19/14,0,A2M,Archival
12/20/14,9.332486153,7.969879627,31.72700691,-0.056775272,-0.252844006,21.4,23.1,83.3,5.3,16.3,13.5,24,12/20/14,0,A2M,Archival
12/21/14,9.568483353,7.83300972,31.79074097,-0.072311401,-0.212449476,21.4,23.1,83.3,5.3,16.3,13.5,24,12/21/14,0,A2M,Archival
12/22/14,9.368339539,7.795322418,31.812006,-0.06554238,-0.189550281,21.4,23.1,83.3,5.3,16.3,13.5,24,12/22/14,0,A2M,Archival
12/23/14,9.070614815,8.152918816,31.87101555,-0.038237333,-0.047965232,21.4,23.1,83.3,5.3,16.3,13.5,24,12/23/14,1,A2M,Archival
12/24/14,8.150471687,8.326952934,31.88394928,0.007353385,-0.028811624,21.4,23.1,83.3,5.3,16.3,13.5,24,12/24/14,1,A2M,Archival
12/25/14,8.312094688,7.907812595,31.21440697,-0.016845087,-0.157487929,21.4,23.1,83.3,5.3,16.3,13.5,24,12/25/14,1,A2M,Archival
12/26/14,8.207554817,7.759672165,31.12458229,-0.018661777,-0.380897969,21.4,23.1,83.3,5.3,16.3,13.5,24,12/26/14,1,A2M,Archival
12/27/14,8.227033615,7.396219254,31.03432274,-0.034617265,-0.309574336,21.4,23.1,83.3,5.3,16.3,13.5,24,12/27/14,1,A2M,Archival
12/28/14,8.384654045,7.33138895,30.98380089,-0.043886046,-0.21385543,21.4,23.1,83.3,5.3,16.3,13.5,24,12/28/14,0,A2M,Archival
12/29/14,8.493309021,7.551199436,30.99225044,-0.039254566,-0.209731936,21.4,23.1,83.3,5.3,16.3,13.5,24,12/29/14,1,A2M,Archival
12/30/14,8.775434494,8.289767265,31.42672539,-0.020236135,-0.168229163,21.4,23.1,83.3,5.3,16.3,13.5,24,12/30/14,1,A2M,Archival
12/31/14,8.705228806,8.405553818,31.71736336,-0.012486458,-0.588873565,21.4,23.1,83.3,5.3,16.3,13.5,24,12/31/14,0,A2M,Archival
1/1/15,8.888795853,7.702716827,31.42320251,-0.049419959,-0.283611268,21.4,23.1,83.3,5.3,16.3,13.5,24,1/1/15,0,A2M,Archival
1/2/15,8.718148232,7.019706249,31.03174591,-0.070768416,-0.45541501,21.4,23.1,83.3,5.3,16.3,13.5,24,1/2/15,0,A2M,Archival
1/3/15,8.642323494,7.081113338,31.34606171,-0.065050423,-0.359774917,21.4,23.1,83.3,5.3,16.3,13.5,24,1/3/15,0,A2M,Archival
1/4/15,8.851614952,7.376598358,31.51552773,-0.061459025,-0.177098751,21.4,23.1,83.3,5.3,16.3,13.5,24,1/4/15,0,A2M,Archival
1/5/15,9.075302124,7.755336761,31.94635963,-0.054998557,-0.458118826,21.4,23.1,83.3,5.3,16.3,13.5,24,1/5/15,0,A2M,Archival
1/6/15,9.055640221,7.877408504,32.19408798,-0.049092988,-0.470445663,21.4,23.1,83.3,5.3,16.3,13.5,24,1/6/15,0,A2M,Archival
1/7/15,9.057929039,7.706859112,32.21216202,-0.05629458,-0.405506164,21.4,23.1,83.3,5.3,16.3,13.5,24,1/7/15,0,A2M,Archival
1/8/15,7.248227596,6.725749969,32.52329636,-0.021769901,-0.494720608,21.4,23.1,83.3,5.3,16.3,13.5,24,1/8/15,0,A2M,Archival
1/9/15,6.335152149,6.273834705,32.50553894,-0.002554893,-0.483511716,21.4,23.1,83.3,5.3,16.3,13.5,24,1/9/15,0,A2M,Archival
1/10/15,6.462524891,6.370258808,32.59634018,-0.00384442,-0.579429567,21.4,23.1,83.3,5.3,16.3,13.5,24,1/10/15,0,A2M,Archival
1/11/15,5.253763676,5.024240017,32.4848938,-0.009563486,-0.489806533,21.4,23.1,83.3,5.3,16.3,13.5,24,1/11/15,0,A2M,Archival
1/12/15,5.522773743,5.09840107,32.48114777,-0.017682195,-0.337242991,21.4,23.1,83.3,5.3,16.3,13.5,24,1/12/15,0,A2M,Archival
1/13/15,5.584529877,5.157898426,32.46513748,-0.01777631,-0.319049925,21.4,23.1,83.3,5.3,16.3,13.5,24,1/13/15,0,A2M,Archival
1/14/15,6.726593018,6.711004257,32.73028946,-0.000649532,-0.082320757,21.4,23.1,83.3,5.3,16.3,13.5,24,1/14/15,0,A2M,Archival
1/15/15,6.087212086,6.074514389,32.44827271,-0.000529071,-0.128020093,21.4,23.1,83.3,5.3,16.3,13.5,24,1/15/15,1,A2M,Archival
1/16/15,6.190900803,5.296208858,31.99127007,-0.037278831,-0.326228827,21.4,23.1,83.3,5.3,16.3,13.5,24,1/16/15,0,A2M,Archival
1/17/15,6.403542995,5.430990219,31.84929657,-0.040523032,-0.404647976,21.4,23.1,83.3,5.3,16.3,13.5,24,1/17/15,1,A2M,Archival
1/18/15,6.663190365,5.253205776,31.73014259,-0.058749358,-0.236529827,21.4,23.1,83.3,5.3,16.3,13.5,24,1/18/15,1,A2M,Archival
1/19/15,6.921973705,5.06259203,31.47964287,-0.077474236,-0.289076746,21.4,23.1,83.3,5.3,16.3,13.5,24,1/19/15,0,A2M,Archival
1/20/15,6.438997746,4.676812172,31.57740974,-0.073424399,-0.352308124,21.4,23.1,83.3,5.3,16.3,13.5,24,1/20/15,1,A2M,Archival
1/21/15,6.149303436,4.991802216,31.82202148,-0.048229218,-0.32648775,21.4,23.1,83.3,5.3,16.3,13.5,24,1/21/15,1,A2M,Archival
1/22/15,6.062145233,5.452448368,32.27196121,-0.025404036,-0.278356165,21.4,23.1,83.3,5.3,16.3,13.5,24,1/22/15,1,A2M,Archival
1/23/15,6.042144299,5.785772324,32.22063446,-0.010682166,-0.238059938,21.4,23.1,83.3,5.3,16.3,13.5,24,1/23/15,1,A2M,Archival
1/24/15,5.945291042,5.855687618,32.26603317,-0.003733476,-0.047656178,21.4,23.1,83.3,5.3,16.3,13.5,24,1/24/15,1,A2M,Archival
1/25/15,6.106948853,5.419267178,32.13844681,-0.028653403,-0.271255195,21.4,23.1,83.3,5.3,16.3,13.5,24,1/25/15,0,A2M,Archival
1/26/15,5.68274498,4.531405926,31.60725403,-0.047972461,-0.007433275,21.4,23.1,83.3,5.3,16.3,13.5,24,1/26/15,1,A2M,Archival
1/27/15,5.131607533,5.107966423,32.47993088,-0.000985046,0.274413139,21.4,23.1,83.3,5.3,16.3,13.5,24,1/27/15,0,A2M,Archival
1/28/15,4.645436764,4.597482204,32.59155655,-0.001998107,-0.011347927,21.4,23.1,83.3,5.3,16.3,13.5,24,1/28/15,0,A2M,Archival
1/29/15,4.231934547,4.043807983,32.50722122,-0.007838607,-0.19185096,21.4,23.1,83.3,5.3,16.3,13.5,24,1/29/15,1,A2M,Archival
1/30/15,4.553076267,3.578696489,31.76076698,-0.040599157,-0.153263316,21.4,23.1,83.3,5.3,16.3,13.5,24,1/30/15,0,A2M,Archival
1/31/15,4.033964634,3.774843454,32.39351273,-0.010796716,-0.400499105,21.4,23.1,83.3,5.3,16.3,13.5,24,1/31/15,0,A2M,Archival
2/1/15,3.884947777,3.371398211,32.0777092,-0.021397899,-0.328339279,21.4,23.1,83.3,5.3,16.3,13.5,24,2/1/15,0,A2M,Archival
2/2/15,4.381896496,3.217849493,31.68109703,-0.048501958,-0.145303607,21.4,23.1,83.3,5.3,16.3,13.5,24,2/2/15,1,A2M,Archival
2/3/15,4.235535145,3.651288033,32.19594193,-0.02434363,-0.401223987,21.4,23.1,83.3,5.3,16.3,13.5,24,2/3/15,0,A2M,Archival
2/4/15,3.445123434,3.93683815,32.22842789,0.020488113,-0.354434878,21.4,23.1,83.3,5.3,16.3,13.5,24,2/4/15,0,A2M,Archival
2/5/15,4.066011906,3.415090561,31.76343536,-0.027121723,-0.302342862,21.4,23.1,83.3,5.3,16.3,13.5,24,2/5/15,1,A2M,Archival
2/6/15,4.058386326,3.853657961,32.70685577,-0.008530349,-0.380172104,21.4,23.1,83.3,5.3,16.3,13.5,24,2/6/15,1,A2M,Archival
2/7/15,4.117304325,3.116049767,32.16700363,-0.04171894,-0.365992904,21.4,23.1,83.3,5.3,16.3,13.5,24,2/7/15,1,A2M,Archival
2/8/15,4.303992748,3.087372065,31.99711418,-0.050692528,-0.174033642,21.4,23.1,83.3,5.3,16.3,13.5,24,2/8/15,1,A2M,Archival
2/9/15,4.301859379,3.353339911,32.08095932,-0.039521645,0.025499115,21.4,23.1,83.3,5.3,16.3,13.5,24,2/9/15,0,A2M,Archival
2/10/15,2.778069735,2.773556471,32.66698456,-0.000188053,0.213167146,21.4,23.1,83.3,5.3,16.3,13.5,24,2/10/15,0,A2M,Archival
2/11/15,2.905186653,2.900257349,32.94037628,-0.000205388,0.217396483,21.4,23.1,83.3,5.3,16.3,13.5,24,2/11/15,0,A2M,Archival
2/12/15,3.114911795,2.790849924,32.7889328,-0.013502578,0.073680826,21.4,23.1,83.3,5.3,16.3,13.5,24,2/12/15,0,A2M,Archival
2/13/15,3.083199739,2.711965561,32.60567856,-0.015468091,-0.194525301,21.4,23.1,83.3,5.3,16.3,13.5,24,2/13/15,0,A2M,Archival
2/14/15,2.97879982,2.432417154,32.55758286,-0.022765944,-0.114476226,21.4,23.1,83.3,5.3,16.3,13.5,24,2/14/15,0,A2M,Archival
2/15/15,3.108803749,2.633969307,32.65281296,-0.019784768,-0.279269248,21.4,23.1,83.3,5.3,16.3,13.5,24,2/15/15,0,A2M,Archival
2/16/15,1.873573899,1.811011434,32.79728317,-0.002606769,-0.397259623,21.4,23.1,83.3,5.3,16.3,13.5,24,2/16/15,1,A2M,Archival
2/17/15,1.621559978,1.155951142,32.51057434,-0.019400368,-0.239434168,21.4,23.1,83.3,5.3,16.3,13.5,24,2/17/15,1,A2M,Archival
2/18/15,1.692340374,1.33144033,32.66358566,-0.015037502,-0.119976819,21.4,23.1,83.3,5.3,16.3,13.5,24,2/18/15,1,A2M,Archival
2/19/15,1.895852566,1.515203595,32.6436348,-0.015860374,-0.261864215,21.4,23.1,83.3,5.3,16.3,13.5,24,2/19/15,0,A2M,Archival
2/20/15,1.091655374,0.890977621,32.44452286,-0.008361573,-0.547845364,21.4,23.1,83.3,5.3,16.3,13.5,24,2/20/15,0,A2M,Archival
2/21/15,1.253876328,0.550389588,32.2910347,-0.029311948,-0.493035704,21.4,23.1,83.3,5.3,16.3,13.5,24,2/21/15,0,A2M,Archival
2/22/15,2.06743288,1.958621979,32.37691116,-0.004533788,-0.280996293,21.4,23.1,83.3,5.3,16.3,13.5,24,2/22/15,1,A2M,Archival
2/23/15,2.066001177,1.812693954,32.26710129,-0.010554468,-0.354272872,21.4,23.1,83.3,5.3,16.3,13.5,24,2/23/15,0,A2M,Archival
2/24/15,1.800101638,1.576072693,32.54732132,-0.009334539,-0.342712849,21.4,23.1,83.3,5.3,16.3,13.5,24,2/24/15,1,A2M,Archival
2/25/15,1.92428875,1.457068086,32.2713356,-0.019467528,-0.214159355,21.4,23.1,83.3,5.3,16.3,13.5,24,2/25/15,0,A2M,Archival
2/26/15,2.072308779,1.653070331,32.3535614,-0.017468269,-0.193482161,21.4,23.1,83.3,5.3,16.3,13.5,24,2/26/15,0,A2M,Archival
2/27/15,2.370513201,2.0112257,32.58716202,-0.014970313,-0.337137192,21.4,23.1,83.3,5.3,16.3,13.5,24,2/27/15,0,A2M,Archival
2/28/15,1.703623652,1.407455802,32.18567276,-0.012340327,-0.476301759,21.4,23.1,83.3,5.3,16.3,13.5,24,2/28/15,0,A2M,Archival
3/1/15,1.755865693,1.526966691,32.36954117,-0.009537458,-0.369469434,21.4,23.1,83.3,5.3,16.3,13.5,24,3/1/15,0,A2M,Archival
3/2/15,1.875554204,1.531142354,32.01888275,-0.014350494,-0.357616305,21.4,23.1,83.3,5.3,16.3,13.5,24,3/2/15,0,A2M,Archival
3/3/15,2.938190222,2.189525843,31.64227867,-0.031194349,-0.38449946,21.4,23.1,83.3,5.3,16.3,13.5,24,3/3/15,0,A2M,Archival
3/4/15,3.210131645,2.328055143,31.43099213,-0.036753188,-0.250233382,21.4,23.1,83.3,5.3,16.3,13.5,24,3/4/15,1,A2M,Archival
3/5/15,3.360076666,2.355703354,31.32531166,-0.041848888,-0.313161612,21.4,23.1,83.3,5.3,16.3,13.5,24,3/5/15,1,A2M,Archival
3/6/15,2.479105711,1.992974162,32.52225876,-0.020255481,-0.353925914,21.4,23.1,83.3,5.3,16.3,13.5,24,3/6/15,1,A2M,Archival
3/7/15,2.057829142,1.399610043,32.24904251,-0.027425796,-0.359960705,21.4,23.1,83.3,5.3,16.3,13.5,24,3/7/15,1,A2M,Archival
3/8/15,2.364384174,1.64969337,31.38745689,-0.029778784,-0.456839114,21.4,23.1,83.3,5.3,16.3,13.5,24,3/8/15,0,A2M,Archival
3/9/15,2.90080142,3.021277666,31.22610474,0.005019844,-0.362571329,21.4,23.1,83.3,5.3,16.3,13.5,24,3/9/15,0,A2M,Archival
3/10/15,3.086946487,3.463365316,31.18852234,0.015684118,-0.316591531,21.4,23.1,83.3,5.3,16.3,13.5,24,3/10/15,1,A2M,Archival
3/11/15,3.222383738,3.903027296,31.05947876,0.028360148,-0.292740196,21.4,23.1,83.3,5.3,16.3,13.5,24,3/11/15,0,A2M,Archival
3/12/15,2.461586475,2.360766411,31.20988655,-0.004200836,-0.513940513,21.4,23.1,83.3,5.3,16.3,13.5,24,3/12/15,1,A2M,Archival
3/13/15,2.560713053,2.460804224,31.40668297,-0.004162868,-0.3793706,21.4,23.1,83.3,5.3,16.3,13.5,24,3/13/15,1,A2M,Archival
3/14/15,2.545591593,2.643637896,31.60857391,0.004085263,-0.171214581,21.4,23.1,83.3,5.3,16.3,13.5,24,3/14/15,1,A2M,Archival
3/15/15,2.748039484,2.635885954,31.61374474,-0.004673064,-0.246944368,21.4,23.1,83.3,5.3,16.3,13.5,24,3/15/15,0,A2M,Archival
3/16/15,2.928539276,3.197285891,31.7805233,0.011197776,-0.297662169,21.4,23.1,83.3,5.3,16.3,13.5,24,3/16/15,0,A2M,Archival
3/17/15,3.275441885,3.491358519,31.86313057,0.008996526,-0.113571532,21.4,23.1,83.3,5.3,16.3,13.5,24,3/17/15,0,A2M,Archival
3/18/15,2.958438635,3.295714378,31.99490547,0.014053156,-0.356086135,21.4,23.1,83.3,5.3,16.3,13.5,24,3/18/15,0,A2M,Archival
3/19/15,2.804250479,3.156811953,32.06634521,0.014690061,-0.432341218,21.4,23.1,83.3,5.3,16.3,13.5,24,3/19/15,0,A2M,Archival
3/20/15,2.97773242,3.276227713,32.15545273,0.012437304,-0.243158892,21.4,23.1,83.3,5.3,16.3,13.5,24,3/20/15,1,A2M,Archival
3/21/15,2.690829515,3.460577965,32.43244553,0.032072852,-0.067820586,21.4,23.1,83.3,5.3,16.3,13.5,24,3/21/15,0,A2M,Archival
3/22/15,3.014950991,3.465081215,31.21647072,0.018755426,-0.227103993,21.4,23.1,83.3,5.3,16.3,13.5,24,3/22/15,0,A2M,Archival
3/23/15,3.042604208,3.731892347,31.57364082,0.028720339,-0.256299168,21.4,23.1,83.3,5.3,16.3,13.5,24,3/23/15,0,A2M,Archival
3/24/15,3.587090731,3.785016775,31.72282219,0.008246919,-0.378687501,21.4,23.1,83.3,5.3,16.3,13.5,24,3/24/15,0,A2M,Archival
3/25/15,3.768261194,4.084747314,32.08895111,0.013186922,-0.32121253,21.4,23.1,83.3,5.3,16.3,13.5,24,3/25/15,0,A2M,Archival
3/26/15,3.93219018,4.69067049,31.41029167,0.031603346,-0.188917622,21.4,23.1,83.3,5.3,16.3,13.5,24,3/26/15,0,A2M,Archival
3/27/15,4.525445461,5.035930157,31.14167595,0.021270196,-0.151415065,21.4,23.1,83.3,5.3,16.3,13.5,24,3/27/15,0,A2M,Archival
3/28/15,4.605467319,5.148551464,31.59198761,0.022628506,-0.198757708,21.4,23.1,83.3,5.3,16.3,13.5,24,3/28/15,0,A2M,Archival
3/29/15,4.602587223,4.882240295,31.94256592,0.011652211,-0.225240216,21.4,23.1,83.3,5.3,16.3,13.5,24,3/29/15,1,A2M,Archival
3/30/15,3.193213701,3.740359068,31.86772919,0.022797724,-0.20444788,21.4,23.1,83.3,5.3,16.3,13.5,24,3/30/15,0,A2M,Archival
3/31/15,3.443934441,3.80669713,31.41644859,0.015115112,-0.190420821,21.4,23.1,83.3,5.3,16.3,13.5,24,3/31/15,0,A2M,Archival
4/1/15,3.556231499,4.205748558,31.54487038,0.027063211,-0.220321834,21.4,23.1,83.3,5.3,16.3,13.5,24,4/1/15,0,A2M,Archival
4/2/15,2.972731352,4.411782742,31.62510109,0.059960475,-0.265233219,21.4,23.1,83.3,5.3,16.3,13.5,24,4/2/15,0,A2M,Archival
4/3/15,3.297088861,4.219376087,31.59275246,0.038428634,-0.312347144,21.4,23.1,83.3,5.3,16.3,13.5,24,4/3/15,0,A2M,Archival
4/4/15,3.800706625,4.799228191,31.83265114,0.041605065,-0.34933421,21.4,23.1,83.3,5.3,16.3,13.5,24,4/4/15,0,A2M,Archival
4/5/15,4.206660748,5.303362846,31.89582825,0.045695921,-0.432847291,21.4,23.1,83.3,5.3,16.3,13.5,24,4/5/15,0,A2M,Archival
4/6/15,4.466274261,5.599714756,31.78709221,0.047226687,-0.414600253,21.4,23.1,83.3,5.3,16.3,13.5,24,4/6/15,0,A2M,Archival
4/7/15,4.748339176,5.94874239,31.87308693,0.050016801,-0.312004179,21.4,23.1,83.3,5.3,16.3,13.5,24,4/7/15,0,A2M,Archival
4/8/15,5.115983486,6.644704819,31.75974464,0.063696722,-0.152199909,21.4,23.1,83.3,5.3,16.3,13.5,24,4/8/15,0,A2M,Archival
4/9/15,4.341175079,6.980669022,31.34552193,0.109978914,-0.057848364,21.4,23.1,83.3,5.3,16.3,13.5,24,4/9/15,0,A2M,Archival
4/10/15,4.582798958,6.968486786,31.56456757,0.09940366,-0.028297769,21.4,23.1,83.3,5.3,16.3,13.5,24,4/10/15,0,A2M,Archival
4/11/15,4.075437546,6.390103817,31.61183929,0.096444428,-0.2277935,21.4,23.1,83.3,5.3,16.3,13.5,24,4/11/15,0,A2M,Archival
4/12/15,4.1438241,6.725737095,31.61716652,0.107579708,-0.362065792,21.4,23.1,83.3,5.3,16.3,13.5,24,4/12/15,0,A2M,Archival
4/13/15,4.319020748,7.181734562,31.55062675,0.119279742,-0.280000508,21.4,23.1,83.3,5.3,16.3,13.5,24,4/13/15,0,A2M,Archival
4/14/15,4.328182697,7.227277756,31.34238243,0.120795627,-0.264438093,21.4,23.1,83.3,5.3,16.3,13.5,24,4/14/15,0,A2M,Archival
4/15/15,4.392079353,7.54972887,31.51719856,0.13156873,-0.298329085,21.4,23.1,83.3,5.3,16.3,13.5,24,4/15/15,0,A2M,Archival
4/16/15,4.516767502,8.103837013,31.55762672,0.14946123,-0.330740809,21.4,23.1,83.3,5.3,16.3,13.5,24,4/16/15,0,A2M,Archival
4/17/15,4.873972893,8.787478447,31.50325203,0.163062731,-0.248936012,21.4,23.1,83.3,5.3,16.3,13.5,24,4/17/15,0,A2M,Archival
4/18/15,5.005340099,9.339165688,31.41581726,0.180576066,-0.302537739,21.4,23.1,83.3,5.3,16.3,13.5,24,4/18/15,0,A2M,Archival
4/19/15,5.104121685,9.600991249,31.48472404,0.187369565,-0.236516312,21.4,23.1,83.3,5.3,16.3,13.5,24,4/19/15,0,A2M,Archival
4/20/15,3.965912819,8.46877861,31.61923218,0.187619408,-0.033581022,21.4,23.1,83.3,5.3,16.3,13.5,24,4/20/15,0,A2M,Archival
4/21/15,3.989660978,8.682718277,31.18643761,0.195544054,-0.067332841,21.4,23.1,83.3,5.3,16.3,13.5,24,4/21/15,0,A2M,Archival
4/22/15,4.118341446,9.212407112,30.97729492,0.212252736,-0.1168231,21.4,23.1,83.3,5.3,16.3,13.5,24,4/22/15,0,A2M,Archival
4/23/15,5.350572109,9.319672585,31.28496552,0.165379186,-0.15305984,21.4,23.1,83.3,5.3,16.3,13.5,24,4/23/15,0,A2M,Archival
4/24/15,5.684269428,9.094733238,31.50769234,0.142102659,-0.235168993,21.4,23.1,83.3,5.3,16.3,13.5,24,4/24/15,0,A2M,Archival
