Date,Site,sst,bottom_temp,sss,stratification,phase,daylight_hours,year,month,site,device_type,days_monitored,days_present,percent_occurrence,period,dist_200m_km
3/1/24,A2M,7.850917508,7.506547405,30.38580101,0.014348754,0.511577719,11.98217742,2024,Mar,A2M,Archival,31,4,12.90322581,2,83.3
3/1/24,A7M,7.808252012,7.588439741,31.04659419,0.006280645,0.511577719,11.98244624,2024,Mar,A7M,Archival,31,14,45.16129032,2,67.9
3/1/24,RTWB,7.808252012,7.588439741,31.04659419,0.005784533,0.511577719,11.98243728,2024,Mar,RTWB,RealTime,31,12,38.70967742,2,67.9
3/1/24,T2M,7.909219849,7.755391659,31.5740637,0.004273005,0.511577719,11.98241039,2024,Mar,T2M,Archival,31,13,41.93548387,2,55.9
4/1/24,A2M,9.270013304,7.981020731,29.43496188,0.053708024,0.478281575,12.97168301,2024,Apr,A2M,Archival,17,0,0,2,83.3
4/1/24,A7M,8.887395774,7.679601978,30.63327587,0.034507059,0.478281575,12.96933007,2024,Apr,A7M,Archival,17,2,11.76470588,2,67.9
4/1/24,RTWB,9.114310311,7.713283174,30.58862154,0.036869135,0.482281833,13.06297668,2024,Apr,RTWB,RealTime,30,6,20,2,67.9
4/1/24,T2M,8.615171124,7.487070448,31.27309014,0.03133613,0.478281575,12.96924837,2024,Apr,T2M,Archival,17,5,29.41176471,2,55.9
5/1/24,RTWB,13.60650204,9.983014738,30.04245776,0.095354929,0.515113058,14.26637993,2024,May,RTWB,RealTime,31,4,12.90322581,2,67.9
6/1/24,RTWB,20.77869047,11.3991931,29.62528292,0.246828878,0.492929301,14.7885463,2024,Jun,RTWB,RealTime,30,1,3.333333333,2,67.9
7/1/24,RTWB,23.15034472,12.98593464,31.851769,0.267484476,0.399029758,14.6892037,2024,Jul,RTWB,RealTime,15,0,0,2,67.9
10/1/24,RTWB,17.65369759,17.55912552,32.15111122,0.002488738,0.892748948,10.67555556,2024,Oct,RTWB,RealTime,5,0,0,2,67.9
11/1/24,RTWB,16.33171403,16.29165122,32.3035422,0.001054284,0.512626428,10.10175,2024,Nov,RTWB,RealTime,30,2,6.666666667,2,67.9
12/1/24,RTWB,11.49545685,12.21132494,33.25236031,-0.018838633,0.508581479,9.546747312,2024,Dec,RTWB,RealTime,31,12,38.70967742,2,67.9
