Date,Year,Month,bottom_temp,sst,sss,stratification,dist_shore_km,dist_200m_km,depth_m,DailyOccurrence,Site,DeviceType,Period,lat,lon
11/3/14,2014,11,17.07805824,17.01935387,33.25938797,-0.001630677,48.7,55.9,36,0,T2M,Archival,1,38.3032,-74.5052
11/3/14,2014,11,16.91793251,16.87615967,33.03092575,-0.00119,36,67.9,35,0,A7M,Archival,1,38.3031,-74.6525
11/3/14,2014,11,16.4925499,16.43383789,32.90654755,-0.002446334,21.4,83.3,24,0,A2M,Archival,1,38.378,-74.8051
11/4/14,2014,11,17.0939846,17.00754356,33.29973984,-0.00240114,48.7,55.9,36,0,T2M,Archival,1,38.3032,-74.5052
11/4/14,2014,11,16.84503365,16.84281349,33.11154556,-0.00006,36,67.9,35,0,A7M,Archival,1,38.3031,-74.6525
11/4/14,2014,11,16.02432823,15.92700291,32.55921555,-0.004055222,21.4,83.3,24,0,A2M,Archival,1,38.378,-74.8051
11/5/14,2014,11,17.14123535,17.12701988,33.35860825,-0.000394874,48.7,55.9,36,0,T2M,Archival,1,38.3032,-74.5052
11/5/14,2014,11,16.98687172,16.81905174,33.12878418,-0.00479,36,67.9,35,0,A7M,Archival,1,38.3031,-74.6525
11/5/14,2014,11,16.32988548,15.80409908,32.3469429,-0.021907767,21.4,83.3,24,0,A2M,Archival,1,38.378,-74.8051
11/6/14,2014,11,16.81613159,16.9807415,33.36732483,0.004572497,48.7,55.9,36,0,T2M,Archival,1,38.3032,-74.5052
11/6/14,2014,11,16.74902916,16.62037849,33.03252792,-0.00368,36,67.9,35,0,A7M,Archival,1,38.3031,-74.6525
11/6/14,2014,11,16.34029961,15.7760725,32.29893112,-0.023509463,21.4,83.3,24,0,A2M,Archival,1,38.378,-74.8051
11/7/14,2014,11,16.95914078,16.86716461,33.35137558,-0.002554893,48.7,55.9,36,0,T2M,Archival,1,38.3032,-74.5052
11/7/14,2014,11,16.86900139,16.26542282,32.85651779,-0.01725,36,67.9,35,0,A7M,Archival,1,38.3031,-74.6525
11/7/14,2014,11,16.45645714,15.6833868,32.33805466,-0.032211264,21.4,83.3,24,0,A2M,Archival,1,38.378,-74.8051
11/8/14,2014,11,17.1956234,16.61318398,33.40612411,-0.016178873,48.7,55.9,36,0,T2M,Archival,1,38.3032,-74.5052
11/8/14,2014,11,16.58244896,16.31879616,33.11541748,-0.00753,36,67.9,35,0,A7M,Archival,1,38.3031,-74.6525
11/8/14,2014,11,15.63700485,15.52437592,32.58738327,-0.004692872,21.4,83.3,24,0,A2M,Archival,1,38.378,-74.8051
11/9/14,2014,11,17.50578117,16.63184166,33.31388474,-0.024276098,48.7,55.9,36,0,T2M,Archival,1,38.3032,-74.5052
11/9/14,2014,11,16.36804962,16.00760651,32.98054886,-0.0103,36,67.9,35,0,A7M,Archival,1,38.3031,-74.6525
11/9/14,2014,11,15.28074741,15.20081234,32.53186417,-0.003330628,21.4,83.3,24,0,A2M,Archival,1,38.378,-74.8051
11/10/14,2014,11,17.72224998,16.58642769,33.19072342,-0.031550619,48.7,55.9,36,0,T2M,Archival,1,38.3032,-74.5052
11/10/14,2014,11,16.50218773,15.95578003,32.93701553,-0.01561,36,67.9,35,0,A7M,Archival,1,38.3031,-74.6525
11/10/14,2014,11,15.25925732,15.20026493,32.53087234,-0.002458016,21.4,83.3,24,0,A2M,Archival,1,38.378,-74.8051
11/11/14,2014,11,17.50565529,16.56509972,33.23129654,-0.026126544,48.7,55.9,36,0,T2M,Archival,1,38.3032,-74.5052
11/11/14,2014,11,16.16749382,16.06166267,33.01822662,-0.00302,36,67.9,35,0,A7M,Archival,1,38.3031,-74.6525
11/11/14,2014,11,15.24327087,15.24630356,32.55493546,0.000126362,21.4,83.3,24,0,A2M,Archival,1,38.378,-74.8051
11/12/14,2014,11,17.04199409,16.22971535,33.2195015,-0.022563299,48.7,55.9,36,0,T2M,Archival,1,38.3032,-74.5052
11/12/14,2014,11,15.66253757,15.7323103,32.95685196,0.00199,36,67.9,35,0,A7M,Archival,1,38.3031,-74.6525
11/12/14,2014,11,14.8901968,15.07221222,32.47682571,0.007583976,21.4,83.3,24,0,A2M,Archival,1,38.378,-74.8051
11/13/14,2014,11,16.95853424,15.92116833,33.27727509,-0.02881572,48.7,55.9,36,0,T2M,Archival,1,38.3032,-74.5052
11/13/14,2014,11,15.68872547,15.47542667,32.97117615,-0.00609,36,67.9,35,0,A7M,Archival,1,38.3031,-74.6525
11/13/14,2014,11,14.84725094,14.79335499,32.51567078,-0.002245665,21.4,83.3,24,0,A2M,Archival,1,38.378,-74.8051
11/14/14,2014,11,16.40294838,15.68829346,33.34375381,-0.019851526,48.7,55.9,36,0,T2M,Archival,1,38.3032,-74.5052
11/14/14,2014,11,15.28936005,15.24718761,33.01845551,-0.0012,36,67.9,35,0,A7M,Archival,1,38.3031,-74.6525
11/14/14,2014,11,14.77358913,14.73119736,32.68873215,-0.001766324,21.4,83.3,24,0,A2M,Archival,1,38.378,-74.8051
11/15/14,2014,11,15.23600769,15.18699932,33.63486099,-0.001361344,48.7,55.9,36,0,T2M,Archival,1,38.3032,-74.5052
11/15/14,2014,11,14.74410534,14.65748501,33.23304367,-0.00247,36,67.9,35,0,A7M,Archival,1,38.3031,-74.6525
11/15/14,2014,11,14.27637005,14.22855282,32.84965897,-0.001992385,21.4,83.3,24,0,A2M,Archival,1,38.378,-74.8051
11/16/14,2014,11,15.04073429,15.00756073,33.65525818,-0.000921488,48.7,55.9,36,0,T2M,Archival,1,38.3032,-74.5052
11/16/14,2014,11,14.54911137,14.5112114,33.26235962,-0.00108,36,67.9,35,0,A7M,Archival,1,38.3031,-74.6525
11/16/14,2014,11,14.07507992,14.02302551,32.86891174,-0.002168934,21.4,83.3,24,1,A2M,Archival,1,38.378,-74.8051
11/17/14,2014,11,15.00631046,14.99593067,33.64396667,-0.000288328,48.7,55.9,36,0,T2M,Archival,1,38.3032,-74.5052
11/17/14,2014,11,14.56861496,14.53654385,33.2821312,-0.00092,36,67.9,35,0,A7M,Archival,1,38.3031,-74.6525
11/17/14,2014,11,14.05742931,13.95228863,32.85571289,-0.004380862,21.4,83.3,24,0,A2M,Archival,1,38.378,-74.8051
11/18/14,2014,11,15.36112499,15.24454784,33.76307297,-0.003238254,48.7,55.9,36,0,T2M,Archival,1,38.3032,-74.5052
11/18/14,2014,11,14.86179733,14.76117802,33.40190125,-0.00287,36,67.9,35,0,A7M,Archival,1,38.3031,-74.6525
11/18/14,2014,11,13.87953472,13.81498623,32.80046463,-0.002689521,21.4,83.3,24,0,A2M,Archival,1,38.378,-74.8051
11/19/14,2014,11,15.15790939,14.97491837,33.83596802,-0.005083084,48.7,55.9,36,0,T2M,Archival,1,38.3032,-74.5052
11/19/14,2014,11,14.44583416,14.37602615,33.44716644,-0.00199,36,67.9,35,0,A7M,Archival,1,38.3031,-74.6525
11/19/14,2014,11,12.92495251,12.86138153,32.62042999,-0.002648791,21.4,83.3,24,0,A2M,Archival,1,38.378,-74.8051
11/20/14,2014,11,15.84705067,14.34008121,33.38183212,-0.041860263,48.7,55.9,36,0,T2M,Archival,1,38.3032,-74.5052
11/20/14,2014,11,14.10967922,13.66660023,33.0863266,-0.01266,36,67.9,35,0,A7M,Archival,1,38.3031,-74.6525
11/20/14,2014,11,12.75076008,12.71579742,32.69365311,-0.001456777,21.4,83.3,24,0,A2M,Archival,1,38.378,-74.8051
11/21/14,2014,11,15.93618488,14.43171597,33.46154785,-0.041790803,48.7,55.9,36,0,T2M,Archival,1,38.3032,-74.5052
11/21/14,2014,11,14.70169163,13.58441925,33.08285522,-0.03192,36,67.9,35,0,A7M,Archival,1,38.3031,-74.6525
11/21/14,2014,11,12.32106495,12.29723835,32.670681,-0.000992775,21.4,83.3,24,1,A2M,Archival,1,38.378,-74.8051
11/22/14,2014,11,15.89834499,14.11062717,33.54235458,-0.049658828,48.7,55.9,36,0,T2M,Archival,1,38.3032,-74.5052
11/22/14,2014,11,14.2977066,13.55612946,33.29066467,-0.02119,36,67.9,35,0,A7M,Archival,1,38.3031,-74.6525
11/22/14,2014,11,12.01072216,11.96282673,32.7273674,-0.001995643,21.4,83.3,24,0,A2M,Archival,1,38.378,-74.8051
11/23/14,2014,11,15.6238327,14.20355892,33.64713669,-0.039452049,48.7,55.9,36,0,T2M,Archival,1,38.3032,-74.5052
11/23/14,2014,11,14.21908283,13.63579845,33.32749939,-0.01667,36,67.9,35,1,A7M,Archival,1,38.3031,-74.6525
11/23/14,2014,11,11.62566376,11.59489059,32.6627388,-0.001282215,21.4,83.3,24,0,A2M,Archival,1,38.378,-74.8051
11/24/14,2014,11,15.07486057,14.00936127,33.61665344,-0.029597203,48.7,55.9,36,1,T2M,Archival,1,38.3032,-74.5052
11/24/14,2014,11,14.82942486,13.6210556,33.39256668,-0.03452,36,67.9,35,1,A7M,Archival,1,38.3031,-74.6525
11/24/14,2014,11,11.82083988,11.85510921,32.75384521,0.001427889,21.4,83.3,24,0,A2M,Archival,1,38.378,-74.8051
11/25/14,2014,11,15.00457859,14.04008961,33.58282089,-0.026791361,48.7,55.9,36,0,T2M,Archival,1,38.3032,-74.5052
11/25/14,2014,11,15.01779842,13.12340069,33.12991333,-0.05413,36,67.9,35,1,A7M,Archival,1,38.3031,-74.6525
11/25/14,2014,11,12.48041916,11.81202984,32.66988373,-0.027849555,21.4,83.3,24,1,A2M,Archival,1,38.378,-74.8051
11/26/14,2014,11,14.96073246,14.06423569,33.64677048,-0.024902688,48.7,55.9,36,1,T2M,Archival,1,38.3032,-74.5052
11/26/14,2014,11,14.86476135,13.3272543,33.30564499,-0.04393,36,67.9,35,1,A7M,Archival,1,38.3031,-74.6525
11/26/14,2014,11,12.4050951,11.80388165,32.69384384,-0.025050561,21.4,83.3,24,1,A2M,Archival,1,38.378,-74.8051
11/27/14,2014,11,15.30984116,14.95438385,33.82627106,-0.009873814,48.7,55.9,36,1,T2M,Archival,1,38.3032,-74.5052
11/27/14,2014,11,14.16009521,14.09157562,33.4002533,-0.00196,36,67.9,35,1,A7M,Archival,1,38.3031,-74.6525
11/27/14,2014,11,12.63719559,12.56090927,32.64952087,-0.003178596,21.4,83.3,24,0,A2M,Archival,1,38.378,-74.8051
11/28/14,2014,11,14.95693111,14.88305283,33.871521,-0.002052175,48.7,55.9,36,0,T2M,Archival,1,38.3032,-74.5052
11/28/14,2014,11,13.98616409,13.92995453,33.40974808,-0.00161,36,67.9,35,0,A7M,Archival,1,38.3031,-74.6525
11/28/14,2014,11,12.2303648,12.16676044,32.57269669,-0.002650181,21.4,83.3,24,0,A2M,Archival,1,38.378,-74.8051
11/29/14,2014,11,14.6698637,14.63810825,33.87765884,-0.000882096,48.7,55.9,36,0,T2M,Archival,1,38.3032,-74.5052
11/29/14,2014,11,13.83499908,13.79306889,33.45633316,-0.0012,36,67.9,35,0,A7M,Archival,1,38.3031,-74.6525
11/29/14,2014,11,11.88003063,11.81094074,32.54992294,-0.002878745,21.4,83.3,24,0,A2M,Archival,1,38.378,-74.8051
11/30/14,2014,11,14.57468796,14.53416729,33.88128662,-0.001125574,48.7,55.9,36,0,T2M,Archival,1,38.3032,-74.5052
11/30/14,2014,11,13.83517075,13.73203278,33.46611786,-0.00295,36,67.9,35,0,A7M,Archival,1,38.3031,-74.6525
11/30/14,2014,11,12.23011208,11.92028713,32.59485245,-0.012909373,21.4,83.3,24,0,A2M,Archival,1,38.378,-74.8051
12/1/14,2014,12,13.61028957,13.5269165,33.8688736,-0.002315919,48.7,55.9,36,0,T2M,Archival,1,38.3032,-74.5052
12/1/14,2014,12,13.10361576,11.82746983,33.05302048,-0.03646,36,67.9,35,0,A7M,Archival,1,38.3031,-74.6525
12/1/14,2014,12,12.17416,10.706604,32.45827866,-0.061148167,21.4,83.3,24,1,A2M,Archival,1,38.378,-74.8051
12/2/14,2014,12,13.78635788,13.383214,33.84963608,-0.011198441,48.7,55.9,36,0,T2M,Archival,1,38.3032,-74.5052
12/2/14,2014,12,13.21417904,12.00448513,33.1778717,-0.03456,36,67.9,35,0,A7M,Archival,1,38.3031,-74.6525
12/2/14,2014,12,11.73861313,10.9911623,32.63151932,-0.031143785,21.4,83.3,24,0,A2M,Archival,1,38.378,-74.8051
12/3/14,2014,12,13.92327785,13.9014101,33.90968323,-0.000607438,48.7,55.9,36,0,T2M,Archival,1,38.3032,-74.5052
12/3/14,2014,12,13.07955837,12.56185627,33.24888229,-0.01479,36,67.9,35,0,A7M,Archival,1,38.3031,-74.6525
12/3/14,2014,12,11.74658966,11.69361591,32.79713058,-0.002207239,21.4,83.3,24,1,A2M,Archival,1,38.378,-74.8051
12/4/14,2014,12,13.99805355,13.78201294,33.90468597,-0.006001128,48.7,55.9,36,0,T2M,Archival,1,38.3032,-74.5052
12/4/14,2014,12,13.1291647,12.43030643,33.21416092,-0.01997,36,67.9,35,0,A7M,Archival,1,38.3031,-74.6525
12/4/14,2014,12,11.55383205,11.37957764,32.6469841,-0.007260601,21.4,83.3,24,1,A2M,Archival,1,38.378,-74.8051
12/5/14,2014,12,14.05893421,13.73721409,33.92606735,-0.00893667,48.7,55.9,36,0,T2M,Archival,1,38.3032,-74.5052
12/5/14,2014,12,13.17783833,12.60929394,33.33411026,-0.01624,36,67.9,35,0,A7M,Archival,1,38.3031,-74.6525
12/5/14,2014,12,11.33845997,11.32437897,32.65818787,-0.000586708,21.4,83.3,24,0,A2M,Archival,1,38.378,-74.8051
12/6/14,2014,12,12.95024776,13.55803585,33.95449448,0.016883002,48.7,55.9,36,1,T2M,Archival,1,38.3032,-74.5052
12/6/14,2014,12,11.97698307,12.36837006,33.35746765,0.01118,36,67.9,35,1,A7M,Archival,1,38.3031,-74.6525
12/6/14,2014,12,10.91016102,11.16014481,32.66716766,0.010415991,21.4,83.3,24,0,A2M,Archival,1,38.378,-74.8051
12/7/14,2014,12,12.91932392,13.18131733,33.91745377,0.007277595,48.7,55.9,36,0,T2M,Archival,1,38.3032,-74.5052
12/7/14,2014,12,12.00718594,12.0515337,33.38020325,0.00127,36,67.9,35,1,A7M,Archival,1,38.3031,-74.6525
12/7/14,2014,12,11.02572727,10.90809345,32.6506691,-0.004901409,21.4,83.3,24,1,A2M,Archival,1,38.378,-74.8051
12/8/14,2014,12,12.57600498,12.55812931,33.91651154,-0.000496546,48.7,55.9,36,0,T2M,Archival,1,38.3032,-74.5052
12/8/14,2014,12,11.64934254,11.6366663,33.53770447,-0.00036,36,67.9,35,1,A7M,Archival,1,38.3031,-74.6525
12/8/14,2014,12,10.76690006,10.75285435,32.90098953,-0.000585238,21.4,83.3,24,1,A2M,Archival,1,38.378,-74.8051
12/9/14,2014,12,12.45057583,12.45167446,33.65266418,3.05E-05,48.7,55.9,36,0,T2M,Archival,1,38.3032,-74.5052
12/9/14,2014,12,11.51355267,11.52527714,33.281353,0.00033,36,67.9,35,1,A7M,Archival,1,38.3031,-74.6525
12/9/14,2014,12,10.46155071,10.46627045,32.78046417,0.000196656,21.4,83.3,24,0,A2M,Archival,1,38.378,-74.8051
12/10/14,2014,12,12.00737286,11.94897079,33.23255539,-0.001622279,48.7,55.9,36,0,T2M,Archival,1,38.3032,-74.5052
12/10/14,2014,12,11.01316452,10.97848225,32.85571289,-0.00099,36,67.9,35,1,A7M,Archival,1,38.3031,-74.6525
12/10/14,2014,12,10.06611538,10.01855183,32.6041832,-0.001981815,21.4,83.3,24,0,A2M,Archival,1,38.378,-74.8051
12/11/14,2014,12,11.72971725,11.64464855,33.17970657,-0.00236302,48.7,55.9,36,0,T2M,Archival,1,38.3032,-74.5052
12/11/14,2014,12,10.78295803,10.73918247,32.83405304,-0.00125,36,67.9,35,0,A7M,Archival,1,38.3031,-74.6525
12/11/14,2014,12,9.716723442,9.489689827,32.41358566,-0.009459734,21.4,83.3,24,0,A2M,Archival,1,38.378,-74.8051
12/12/14,2014,12,11.24772358,11.10884857,33.16756821,-0.003857639,48.7,55.9,36,0,T2M,Archival,1,38.3032,-74.5052
12/12/14,2014,12,10.27189159,10.17807198,32.81713486,-0.00268,36,67.9,35,1,A7M,Archival,1,38.3031,-74.6525
12/12/14,2014,12,9.258767128,8.335939407,31.94328308,-0.038451155,21.4,83.3,24,1,A2M,Archival,1,38.378,-74.8051
12/13/14,2014,12,11.16059017,10.90162182,33.07091904,-0.007193565,48.7,55.9,36,1,T2M,Archival,1,38.3032,-74.5052
12/13/14,2014,12,10.34595871,10.22108746,32.89564896,-0.00357,36,67.9,35,1,A7M,Archival,1,38.3031,-74.6525
12/13/14,2014,12,9.055390358,8.284562111,32.0127182,-0.032117844,21.4,83.3,24,1,A2M,Archival,1,38.378,-74.8051
12/14/14,2014,12,11.02404308,10.65511608,33.01109695,-0.010247972,48.7,55.9,36,1,T2M,Archival,1,38.3032,-74.5052
12/14/14,2014,12,10.16612339,10.0909586,32.88657761,-0.00215,36,67.9,35,1,A7M,Archival,1,38.3031,-74.6525
12/14/14,2014,12,8.749025345,8.229460716,32.08140945,-0.021648526,21.4,83.3,24,1,A2M,Archival,1,38.378,-74.8051
12/15/14,2014,12,10.45324898,10.16592503,33.22224045,-0.007981221,48.7,55.9,36,1,T2M,Archival,1,38.3032,-74.5052
12/15/14,2014,12,9.615743637,9.568255424,32.90100479,-0.00136,36,67.9,35,1,A7M,Archival,1,38.3031,-74.6525
12/15/14,2014,12,8.623585701,8.454828262,32.39656448,-0.00703156,21.4,83.3,24,0,A2M,Archival,1,38.378,-74.8051
12/16/14,2014,12,10.62444019,10.20764637,33.25659943,-0.011577606,48.7,55.9,36,0,T2M,Archival,1,38.3032,-74.5052
12/16/14,2014,12,9.604681969,9.485258102,32.88585663,-0.00341,36,67.9,35,0,A7M,Archival,1,38.3031,-74.6525
12/16/14,2014,12,8.811715126,7.744379044,31.76911926,-0.044472337,21.4,83.3,24,0,A2M,Archival,1,38.378,-74.8051
12/17/14,2014,12,10.98034668,10.24633694,33.25841904,-0.02038916,48.7,55.9,36,0,T2M,Archival,1,38.3032,-74.5052
12/17/14,2014,12,9.796830177,9.499289513,32.85129547,-0.0085,36,67.9,35,0,A7M,Archival,1,38.3031,-74.6525
12/17/14,2014,12,8.978931427,7.438848972,31.10185432,-0.064170102,21.4,83.3,24,0,A2M,Archival,1,38.378,-74.8051
12/18/14,2014,12,10.74994564,10.61903763,33.2175827,-0.003636334,48.7,55.9,36,0,T2M,Archival,1,38.3032,-74.5052
12/18/14,2014,12,9.71325779,9.965144157,32.7282486,0.0072,36,67.9,35,0,A7M,Archival,1,38.3031,-74.6525
12/18/14,2014,12,9.002141953,8.073124886,31.17064476,-0.038709044,21.4,83.3,24,0,A2M,Archival,1,38.378,-74.8051
12/19/14,2014,12,10.83099365,10.40845585,33.28798294,-0.011737161,48.7,55.9,36,0,T2M,Archival,1,38.3032,-74.5052
12/19/14,2014,12,10.12931347,9.808473587,32.84658813,-0.00917,36,67.9,35,0,A7M,Archival,1,38.3031,-74.6525
12/19/14,2014,12,9.244888306,7.837533474,31.42285347,-0.058639785,21.4,83.3,24,0,A2M,Archival,1,38.378,-74.8051
12/20/14,2014,12,10.86153793,10.27410984,33.31935501,-0.016317447,48.7,55.9,36,1,T2M,Archival,1,38.3032,-74.5052
12/20/14,2014,12,10.28385639,9.536610603,32.85634995,-0.02135,36,67.9,35,0,A7M,Archival,1,38.3031,-74.6525
12/20/14,2014,12,9.332486153,7.969879627,31.72700691,-0.056775272,21.4,83.3,24,0,A2M,Archival,1,38.378,-74.8051
12/21/14,2014,12,10.92052746,9.496029854,33.18181992,-0.039569378,48.7,55.9,36,0,T2M,Archival,1,38.3032,-74.5052
12/21/14,2014,12,10.5189352,8.806860924,32.63524246,-0.04892,36,67.9,35,0,A7M,Archival,1,38.3031,-74.6525
12/21/14,2014,12,9.568483353,7.83300972,31.79074097,-0.072311401,21.4,83.3,24,0,A2M,Archival,1,38.378,-74.8051
12/22/14,2014,12,10.8097887,9.522849083,33.16895676,-0.035748323,48.7,55.9,36,0,T2M,Archival,1,38.3032,-74.5052
12/22/14,2014,12,10.36634827,8.686743736,32.5789299,-0.04799,36,67.9,35,1,A7M,Archival,1,38.3031,-74.6525
12/22/14,2014,12,9.368339539,7.795322418,31.812006,-0.06554238,21.4,83.3,24,0,A2M,Archival,1,38.378,-74.8051
12/23/14,2014,12,10.65208721,9.825745583,33.21502304,-0.022953934,48.7,55.9,36,1,T2M,Archival,1,38.3032,-74.5052
12/23/14,2014,12,10.17658329,9.062795639,32.62615585,-0.03182,36,67.9,35,1,A7M,Archival,1,38.3031,-74.6525
12/23/14,2014,12,9.070614815,8.152918816,31.87101555,-0.038237333,21.4,83.3,24,1,A2M,Archival,1,38.378,-74.8051
12/24/14,2014,12,9.507535934,10.56074429,33.56055832,0.029255788,48.7,55.9,36,0,T2M,Archival,1,38.3032,-74.5052
12/24/14,2014,12,9.116113663,9.070006371,32.50001907,-0.00132,36,67.9,35,1,A7M,Archival,1,38.3031,-74.6525
12/24/14,2014,12,8.150471687,8.326952934,31.88394928,0.007353385,21.4,83.3,24,1,A2M,Archival,1,38.378,-74.8051
12/25/14,2014,12,9.49485302,10.49056721,33.37649918,0.027658727,48.7,55.9,36,1,T2M,Archival,1,38.3032,-74.5052
12/25/14,2014,12,9.047572136,8.752526283,32.07622147,-0.00843,36,67.9,35,1,A7M,Archival,1,38.3031,-74.6525
12/25/14,2014,12,8.312094688,7.907812595,31.21440697,-0.016845087,21.4,83.3,24,1,A2M,Archival,1,38.378,-74.8051
12/26/14,2014,12,9.624085426,10.22426128,33.39490891,0.016671552,48.7,55.9,36,1,T2M,Archival,1,38.3032,-74.5052
12/26/14,2014,12,9.182656288,8.831293106,32.36135864,-0.01004,36,67.9,35,1,A7M,Archival,1,38.3031,-74.6525
12/26/14,2014,12,8.207554817,7.759672165,31.12458229,-0.018661777,21.4,83.3,24,1,A2M,Archival,1,38.378,-74.8051
12/27/14,2014,12,9.827815056,10.20431805,33.27528,0.010458416,48.7,55.9,36,1,T2M,Archival,1,38.3032,-74.5052
12/27/14,2014,12,9.274740219,8.654402733,32.31644821,-0.01772,36,67.9,35,1,A7M,Archival,1,38.3031,-74.6525
12/27/14,2014,12,8.227033615,7.396219254,31.03432274,-0.034617265,21.4,83.3,24,1,A2M,Archival,1,38.378,-74.8051
12/28/14,2014,12,9.950775146,10.01531982,33.17124557,0.001792908,48.7,55.9,36,0,T2M,Archival,1,38.3032,-74.5052
12/28/14,2014,12,9.369715691,8.529222488,32.1451683,-0.02401,36,67.9,35,0,A7M,Archival,1,38.3031,-74.6525
12/28/14,2014,12,8.384654045,7.33138895,30.98380089,-0.043886046,21.4,83.3,24,0,A2M,Archival,1,38.378,-74.8051
12/29/14,2014,12,10.08214855,9.913601875,33.02579117,-0.004681852,48.7,55.9,36,0,T2M,Archival,1,38.3032,-74.5052
12/29/14,2014,12,9.443616867,8.581377983,31.99360657,-0.02464,36,67.9,35,1,A7M,Archival,1,38.3031,-74.6525
12/29/14,2014,12,8.493309021,7.551199436,30.99225044,-0.039254566,21.4,83.3,24,1,A2M,Archival,1,38.378,-74.8051
12/30/14,2014,12,10.59589958,10.32580853,33.38351059,-0.007502529,48.7,55.9,36,0,T2M,Archival,1,38.3032,-74.5052
12/30/14,2014,12,9.913012505,9.163590431,32.4838562,-0.02141,36,67.9,35,1,A7M,Archival,1,38.3031,-74.6525
12/30/14,2014,12,8.775434494,8.289767265,31.42672539,-0.020236135,21.4,83.3,24,1,A2M,Archival,1,38.378,-74.8051
12/31/14,2014,12,10.46269608,10.36393452,33.467556,-0.002743377,48.7,55.9,36,0,T2M,Archival,1,38.3032,-74.5052
12/31/14,2014,12,9.793796539,9.290097237,32.65409851,-0.01439,36,67.9,35,0,A7M,Archival,1,38.3031,-74.6525
12/31/14,2014,12,8.705228806,8.405553818,31.71736336,-0.012486458,21.4,83.3,24,0,A2M,Archival,1,38.378,-74.8051
1/1/15,2015,1,10.57806969,10.06838989,33.51207733,-0.014157772,48.7,55.9,36,0,T2M,Archival,1,38.3032,-74.5052
1/1/15,2015,1,9.954031944,9.064038277,32.7908287,-0.02543,36,67.9,35,0,A7M,Archival,1,38.3031,-74.6525
1/1/15,2015,1,8.888795853,7.702716827,31.42320251,-0.049419959,21.4,83.3,24,0,A2M,Archival,1,38.378,-74.8051
1/2/15,2015,1,10.43697262,9.548220634,33.44651413,-0.024687555,48.7,55.9,36,0,T2M,Archival,1,38.3032,-74.5052
1/2/15,2015,1,9.826498985,8.162489891,32.34206772,-0.04754,36,67.9,35,0,A7M,Archival,1,38.3031,-74.6525
1/2/15,2015,1,8.718148232,7.019706249,31.03174591,-0.070768416,21.4,83.3,24,0,A2M,Archival,1,38.378,-74.8051
1/3/15,2015,1,10.53283787,9.134879112,33.27680588,-0.038832188,48.7,55.9,36,0,T2M,Archival,1,38.3032,-74.5052
1/3/15,2015,1,9.819680214,8.157338142,32.50659943,-0.0475,36,67.9,35,0,A7M,Archival,1,38.3031,-74.6525
1/3/15,2015,1,8.642323494,7.081113338,31.34606171,-0.065050423,21.4,83.3,24,0,A2M,Archival,1,38.378,-74.8051
1/4/15,2015,1,10.56580639,9.112055779,33.18709946,-0.040381961,48.7,55.9,36,0,T2M,Archival,1,38.3032,-74.5052
1/4/15,2015,1,9.938768387,8.251378059,32.45006943,-0.04821,36,67.9,35,0,A7M,Archival,1,38.3031,-74.6525
1/4/15,2015,1,8.851614952,7.376598358,31.51552773,-0.061459025,21.4,83.3,24,0,A2M,Archival,1,38.378,-74.8051
1/5/15,2015,1,11.10883045,9.09854126,32.64301682,-0.055841366,48.7,55.9,36,0,T2M,Archival,1,38.3032,-74.5052
1/5/15,2015,1,10.31052876,8.276772499,32.171978,-0.05811,36,67.9,35,1,A7M,Archival,1,38.3031,-74.6525
1/5/15,2015,1,9.075302124,7.755336761,31.94635963,-0.054998557,21.4,83.3,24,0,A2M,Archival,1,38.378,-74.8051
1/6/15,2015,1,11.31984806,8.874609947,32.58886337,-0.067923281,48.7,55.9,36,0,T2M,Archival,1,38.3032,-74.5052
1/6/15,2015,1,10.37697124,8.394267082,32.34252548,-0.05665,36,67.9,35,0,A7M,Archival,1,38.3031,-74.6525
1/6/15,2015,1,9.055640221,7.877408504,32.19408798,-0.049092988,21.4,83.3,24,0,A2M,Archival,1,38.378,-74.8051
1/7/15,2015,1,11.53144455,8.742676735,32.55959702,-0.077465773,48.7,55.9,36,0,T2M,Archival,1,38.3032,-74.5052
1/7/15,2015,1,10.80375385,8.264882088,32.32745361,-0.07254,36,67.9,35,0,A7M,Archival,1,38.3031,-74.6525
1/7/15,2015,1,9.057929039,7.706859112,32.21216202,-0.05629458,21.4,83.3,24,0,A2M,Archival,1,38.378,-74.8051
1/8/15,2015,1,11.35239887,8.973227501,32.95170212,-0.066088094,48.7,55.9,36,1,T2M,Archival,1,38.3032,-74.5052
1/8/15,2015,1,10.39766693,7.896013737,32.75941849,-0.07148,36,67.9,35,1,A7M,Archival,1,38.3031,-74.6525
1/8/15,2015,1,7.248227596,6.725749969,32.52329636,-0.021769901,21.4,83.3,24,0,A2M,Archival,1,38.378,-74.8051
1/9/15,2015,1,11.26405621,8.878734589,33.07034683,-0.066258934,48.7,55.9,36,1,T2M,Archival,1,38.3032,-74.5052
1/9/15,2015,1,9.904031754,7.960147381,32.911129,-0.05554,36,67.9,35,1,A7M,Archival,1,38.3031,-74.6525
1/9/15,2015,1,6.335152149,6.273834705,32.50553894,-0.002554893,21.4,83.3,24,0,A2M,Archival,1,38.378,-74.8051
1/10/15,2015,1,10.25463963,8.74136734,33.26106644,-0.042035341,48.7,55.9,36,1,T2M,Archival,1,38.3032,-74.5052
1/10/15,2015,1,9.846423149,8.125971794,33.03164673,-0.04916,36,67.9,35,0,A7M,Archival,1,38.3031,-74.6525
