time,bottom_temp,sst,sss,stratificaton,zeta,dist_shore_km,dist_OC_km,dist_200m_km,dist_MO_km,dist_RTWB_km,dist_NB_km,depth_m,date,daily_occurrence,site,device_type
11/3/14,17.07805824,17.01935387,33.25938797,-0.001630677,-0.10022223,48.7,50.2,55.9,22.4,12.2,23.9,36,11/3/14,0,T2M,Archival
11/4/14,17.0939846,17.00754356,33.29973984,-0.00240114,-0.288654119,48.7,50.2,55.9,22.4,12.2,23.9,36,11/4/14,0,T2M,Archival
11/5/14,17.14123535,17.12701988,33.35860825,-0.000394874,-0.194993913,48.7,50.2,55.9,22.4,12.2,23.9,36,11/5/14,0,T2M,Archival
11/6/14,16.81613159,16.9807415,33.36732483,0.004572497,-0.077087224,48.7,50.2,55.9,22.4,12.2,23.9,36,11/6/14,0,T2M,Archival
11/7/14,16.95914078,16.86716461,33.35137558,-0.002554893,-0.108050205,48.7,50.2,55.9,22.4,12.2,23.9,36,11/7/14,0,T2M,Archival
11/8/14,17.1956234,16.61318398,33.40612411,-0.016178873,-0.209279135,48.7,50.2,55.9,22.4,12.2,23.9,36,11/8/14,0,T2M,Archival
11/9/14,17.50578117,16.63184166,33.31388474,-0.024276098,-0.172949374,48.7,50.2,55.9,22.4,12.2,23.9,36,11/9/14,0,T2M,Archival
11/10/14,17.72224998,16.58642769,33.19072342,-0.031550619,-0.155673787,48.7,50.2,55.9,22.4,12.2,23.9,36,11/10/14,0,T2M,Archival
11/11/14,17.50565529,16.56509972,33.23129654,-0.026126544,-0.054644246,48.7,50.2,55.9,22.4,12.2,23.9,36,11/11/14,0,T2M,Archival
11/12/14,17.04199409,16.22971535,33.2195015,-0.022563299,-0.002327324,48.7,50.2,55.9,22.4,12.2,23.9,36,11/12/14,0,T2M,Archival
11/13/14,16.95853424,15.92116833,33.27727509,-0.02881572,-0.04050944,48.7,50.2,55.9,22.4,12.2,23.9,36,11/13/14,0,T2M,Archival
11/14/14,16.40294838,15.68829346,33.34375381,-0.019851526,-0.061664592,48.7,50.2,55.9,22.4,12.2,23.9,36,11/14/14,0,T2M,Archival
11/15/14,15.23600769,15.18699932,33.63486099,-0.001361344,-0.219380036,48.7,50.2,55.9,22.4,12.2,23.9,36,11/15/14,0,T2M,Archival
11/16/14,15.04073429,15.00756073,33.65525818,-0.000921488,-0.201660767,48.7,50.2,55.9,22.4,12.2,23.9,36,11/16/14,0,T2M,Archival
11/17/14,15.00631046,14.99593067,33.64396667,-0.000288328,-0.035013739,48.7,50.2,55.9,22.4,12.2,23.9,36,11/17/14,0,T2M,Archival
11/18/14,15.36112499,15.24454784,33.76307297,-0.003238254,-0.203520551,48.7,50.2,55.9,22.4,12.2,23.9,36,11/18/14,0,T2M,Archival
11/19/14,15.15790939,14.97491837,33.83596802,-0.005083084,-0.379864901,48.7,50.2,55.9,22.4,12.2,23.9,36,11/19/14,0,T2M,Archival
11/20/14,15.84705067,14.34008121,33.38183212,-0.041860263,-0.244468614,48.7,50.2,55.9,22.4,12.2,23.9,36,11/20/14,0,T2M,Archival
11/21/14,15.93618488,14.43171597,33.46154785,-0.041790803,-0.344174296,48.7,50.2,55.9,22.4,12.2,23.9,36,11/21/14,0,T2M,Archival
11/22/14,15.89834499,14.11062717,33.54235458,-0.049658828,-0.282764077,48.7,50.2,55.9,22.4,12.2,23.9,36,11/22/14,0,T2M,Archival
11/23/14,15.6238327,14.20355892,33.64713669,-0.039452049,-0.265395552,48.7,50.2,55.9,22.4,12.2,23.9,36,11/23/14,0,T2M,Archival
11/24/14,15.07486057,14.00936127,33.61665344,-0.029597203,-0.084286056,48.7,50.2,55.9,22.4,12.2,23.9,36,11/24/14,1,T2M,Archival
11/25/14,15.00457859,14.04008961,33.58282089,-0.026791361,-0.077166267,48.7,50.2,55.9,22.4,12.2,23.9,36,11/25/14,0,T2M,Archival
11/26/14,14.96073246,14.06423569,33.64677048,-0.024902688,0.017422602,48.7,50.2,55.9,22.4,12.2,23.9,36,11/26/14,1,T2M,Archival
11/27/14,15.30984116,14.95438385,33.82627106,-0.009873814,0.038614932,48.7,50.2,55.9,22.4,12.2,23.9,36,11/27/14,1,T2M,Archival
11/28/14,14.95693111,14.88305283,33.871521,-0.002052175,-0.12093284,48.7,50.2,55.9,22.4,12.2,23.9,36,11/28/14,0,T2M,Archival
11/29/14,14.6698637,14.63810825,33.87765884,-0.000882096,-0.130277142,48.7,50.2,55.9,22.4,12.2,23.9,36,11/29/14,0,T2M,Archival
11/30/14,14.57468796,14.53416729,33.88128662,-0.001125574,-0.594368935,48.7,50.2,55.9,22.4,12.2,23.9,36,11/30/14,0,T2M,Archival
12/1/14,13.61028957,13.5269165,33.8688736,-0.002315919,-0.117080323,48.7,50.2,55.9,22.4,12.2,23.9,36,12/1/14,0,T2M,Archival
12/2/14,13.78635788,13.383214,33.84963608,-0.011198441,-0.116694331,48.7,50.2,55.9,22.4,12.2,23.9,36,12/2/14,0,T2M,Archival
12/3/14,13.92327785,13.9014101,33.90968323,-0.000607438,-0.010607858,48.7,50.2,55.9,22.4,12.2,23.9,36,12/3/14,0,T2M,Archival
12/4/14,13.99805355,13.78201294,33.90468597,-0.006001128,-0.178113744,48.7,50.2,55.9,22.4,12.2,23.9,36,12/4/14,0,T2M,Archival
12/5/14,14.05893421,13.73721409,33.92606735,-0.00893667,-0.144814536,48.7,50.2,55.9,22.4,12.2,23.9,36,12/5/14,0,T2M,Archival
12/6/14,12.95024776,13.55803585,33.95449448,0.016883002,0.017791195,48.7,50.2,55.9,22.4,12.2,23.9,36,12/6/14,1,T2M,Archival
12/7/14,12.91932392,13.18131733,33.91745377,0.007277595,0.024371423,48.7,50.2,55.9,22.4,12.2,23.9,36,12/7/14,0,T2M,Archival
12/8/14,12.57600498,12.55812931,33.91651154,-0.000496546,0.157436892,48.7,50.2,55.9,22.4,12.2,23.9,36,12/8/14,0,T2M,Archival
12/9/14,12.45057583,12.45167446,33.65266418,3.05176E-05,0.355736762,48.7,50.2,55.9,22.4,12.2,23.9,36,12/9/14,0,T2M,Archival
12/10/14,12.00737286,11.94897079,33.23255539,-0.001622279,0.107275195,48.7,50.2,55.9,22.4,12.2,23.9,36,12/10/14,0,T2M,Archival
12/11/14,11.72971725,11.64464855,33.17970657,-0.00236302,-0.099719226,48.7,50.2,55.9,22.4,12.2,23.9,36,12/11/14,0,T2M,Archival
12/12/14,11.24772358,11.10884857,33.16756821,-0.003857639,-0.173157051,48.7,50.2,55.9,22.4,12.2,23.9,36,12/12/14,0,T2M,Archival
12/13/14,11.16059017,10.90162182,33.07091904,-0.007193565,-0.131004259,48.7,50.2,55.9,22.4,12.2,23.9,36,12/13/14,1,T2M,Archival
12/14/14,11.02404308,10.65511608,33.01109695,-0.010247972,-0.106670111,48.7,50.2,55.9,22.4,12.2,23.9,36,12/14/14,1,T2M,Archival
12/15/14,10.45324898,10.16592503,33.22224045,-0.007981221,-0.172348663,48.7,50.2,55.9,22.4,12.2,23.9,36,12/15/14,1,T2M,Archival
12/16/14,10.62444019,10.20764637,33.25659943,-0.011577606,-0.096773453,48.7,50.2,55.9,22.4,12.2,23.9,36,12/16/14,0,T2M,Archival
12/17/14,10.98034668,10.24633694,33.25841904,-0.02038916,-0.060704947,48.7,50.2,55.9,22.4,12.2,23.9,36,12/17/14,0,T2M,Archival
12/18/14,10.74994564,10.61903763,33.2175827,-0.003636334,-0.183234051,48.7,50.2,55.9,22.4,12.2,23.9,36,12/18/14,0,T2M,Archival
12/19/14,10.83099365,10.40845585,33.28798294,-0.011737161,-0.244777024,48.7,50.2,55.9,22.4,12.2,23.9,36,12/19/14,0,T2M,Archival
12/20/14,10.86153793,10.27410984,33.31935501,-0.016317447,-0.257231206,48.7,50.2,55.9,22.4,12.2,23.9,36,12/20/14,1,T2M,Archival
12/21/14,10.92052746,9.496029854,33.18181992,-0.039569378,-0.243432283,48.7,50.2,55.9,22.4,12.2,23.9,36,12/21/14,0,T2M,Archival
12/22/14,10.8097887,9.522849083,33.16895676,-0.035748323,-0.211845756,48.7,50.2,55.9,22.4,12.2,23.9,36,12/22/14,0,T2M,Archival
12/23/14,10.65208721,9.825745583,33.21502304,-0.022953934,-0.101551391,48.7,50.2,55.9,22.4,12.2,23.9,36,12/23/14,1,T2M,Archival
12/24/14,9.507535934,10.56074429,33.56055832,0.029255788,-0.091078699,48.7,50.2,55.9,22.4,12.2,23.9,36,12/24/14,0,T2M,Archival
12/25/14,9.49485302,10.49056721,33.37649918,0.027658727,-0.159215629,48.7,50.2,55.9,22.4,12.2,23.9,36,12/25/14,1,T2M,Archival
12/26/14,9.624085426,10.22426128,33.39490891,0.016671552,-0.365472883,48.7,50.2,55.9,22.4,12.2,23.9,36,12/26/14,1,T2M,Archival
12/27/14,9.827815056,10.20431805,33.27528,0.010458416,-0.310258746,48.7,50.2,55.9,22.4,12.2,23.9,36,12/27/14,1,T2M,Archival
12/28/14,9.950775146,10.01531982,33.17124557,0.001792908,-0.210525513,48.7,50.2,55.9,22.4,12.2,23.9,36,12/28/14,0,T2M,Archival
12/29/14,10.08214855,9.913601875,33.02579117,-0.004681852,-0.209750414,48.7,50.2,55.9,22.4,12.2,23.9,36,12/29/14,0,T2M,Archival
12/30/14,10.59589958,10.32580853,33.38351059,-0.007502529,-0.20314236,48.7,50.2,55.9,22.4,12.2,23.9,36,12/30/14,0,T2M,Archival
12/31/14,10.46269608,10.36393452,33.467556,-0.002743377,-0.631645799,48.7,50.2,55.9,22.4,12.2,23.9,36,12/31/14,0,T2M,Archival
1/1/15,10.57806969,10.06838989,33.51207733,-0.014157772,-0.259737968,48.7,50.2,55.9,22.4,12.2,23.9,36,1/1/15,0,T2M,Archival
1/2/15,10.43697262,9.548220634,33.44651413,-0.024687555,-0.403380871,48.7,50.2,55.9,22.4,12.2,23.9,36,1/2/15,0,T2M,Archival
1/3/15,10.53283787,9.134879112,33.27680588,-0.038832188,-0.363612771,48.7,50.2,55.9,22.4,12.2,23.9,36,1/3/15,0,T2M,Archival
1/4/15,10.56580639,9.112055779,33.18709946,-0.040381961,-0.184105515,48.7,50.2,55.9,22.4,12.2,23.9,36,1/4/15,0,T2M,Archival
1/5/15,11.10883045,9.09854126,32.64301682,-0.055841366,-0.38011837,48.7,50.2,55.9,22.4,12.2,23.9,36,1/5/15,0,T2M,Archival
1/6/15,11.31984806,8.874609947,32.58886337,-0.067923281,-0.412269443,48.7,50.2,55.9,22.4,12.2,23.9,36,1/6/15,0,T2M,Archival
1/7/15,11.53144455,8.742676735,32.55959702,-0.077465773,-0.36319831,48.7,50.2,55.9,22.4,12.2,23.9,36,1/7/15,0,T2M,Archival
1/8/15,11.35239887,8.973227501,32.95170212,-0.066088094,-0.461975724,48.7,50.2,55.9,22.4,12.2,23.9,36,1/8/15,1,T2M,Archival
1/9/15,11.26405621,8.878734589,33.07034683,-0.066258934,-0.390674859,48.7,50.2,55.9,22.4,12.2,23.9,36,1/9/15,1,T2M,Archival
1/10/15,10.25463963,8.74136734,33.26106644,-0.042035341,-0.528038204,48.7,50.2,55.9,22.4,12.2,23.9,36,1/10/15,1,T2M,Archival
1/11/15,10.14892006,7.947081089,33.55266953,-0.061162194,-0.505945981,48.7,50.2,55.9,22.4,12.2,23.9,36,1/11/15,0,T2M,Archival
1/12/15,10.12594604,8.04487133,33.55367279,-0.057807631,-0.344397068,48.7,50.2,55.9,22.4,12.2,23.9,36,1/12/15,1,T2M,Archival
1/13/15,9.970284462,8.190242767,33.52713013,-0.049445603,-0.348956853,48.7,50.2,55.9,22.4,12.2,23.9,36,1/13/15,0,T2M,Archival
1/14/15,9.112285614,8.85390377,33.76367569,-0.007177273,-0.164177731,48.7,50.2,55.9,22.4,12.2,23.9,36,1/14/15,1,T2M,Archival
1/15/15,8.731580734,8.709052086,33.74879074,-0.000625796,-0.170203581,48.7,50.2,55.9,22.4,12.2,23.9,36,1/15/15,1,T2M,Archival
1/16/15,8.792424202,8.650510788,33.77891922,-0.003942039,-0.289875209,48.7,50.2,55.9,22.4,12.2,23.9,36,1/16/15,1,T2M,Archival
1/17/15,8.519843102,8.280015945,33.76722336,-0.006661865,-0.416883618,48.7,50.2,55.9,22.4,12.2,23.9,36,1/17/15,1,T2M,Archival
1/18/15,8.24938488,8.211064339,33.74534988,-0.001064459,-0.250163794,48.7,50.2,55.9,22.4,12.2,23.9,36,1/18/15,1,T2M,Archival
1/19/15,8.304022789,7.862990856,33.58102036,-0.012250887,-0.277121514,48.7,50.2,55.9,22.4,12.2,23.9,36,1/19/15,1,T2M,Archival
1/20/15,8.451252937,7.848115921,33.69925308,-0.016753806,-0.336766869,48.7,50.2,55.9,22.4,12.2,23.9,36,1/20/15,1,T2M,Archival
1/21/15,8.613219261,8.019218445,33.78805161,-0.016500023,-0.330724329,48.7,50.2,55.9,22.4,12.2,23.9,36,1/21/15,1,T2M,Archival
1/22/15,8.537381172,7.993093967,33.79231644,-0.015119089,-0.309404463,48.7,50.2,55.9,22.4,12.2,23.9,36,1/22/15,1,T2M,Archival
1/23/15,7.912774563,7.699890137,33.70530701,-0.005913456,-0.269155174,48.7,50.2,55.9,22.4,12.2,23.9,36,1/23/15,1,T2M,Archival
1/24/15,7.755352497,7.402114391,33.67502213,-0.00981217,-0.073545106,48.7,50.2,55.9,22.4,12.2,23.9,36,1/24/15,1,T2M,Archival
1/25/15,7.813052654,7.309257984,33.73664093,-0.013994296,-0.264384359,48.7,50.2,55.9,22.4,12.2,23.9,36,1/25/15,0,T2M,Archival
1/26/15,7.419071198,6.594890594,33.7705574,-0.022893906,-0.047295194,48.7,50.2,55.9,22.4,12.2,23.9,36,1/26/15,1,T2M,Archival
1/27/15,6.807967663,6.78333807,33.84770584,-0.000684155,0.143844813,48.7,50.2,55.9,22.4,12.2,23.9,36,1/27/15,0,T2M,Archival
1/28/15,6.767021179,6.729888439,33.75445175,-0.001031465,-0.063898377,48.7,50.2,55.9,22.4,12.2,23.9,36,1/28/15,0,T2M,Archival
1/29/15,6.404588699,6.404459476,33.73236465,-3.58952E-06,-0.211742356,48.7,50.2,55.9,22.4,12.2,23.9,36,1/29/15,1,T2M,Archival
1/30/15,6.488231659,6.409445286,33.73724365,-0.00218851,-0.149551466,48.7,50.2,55.9,22.4,12.2,23.9,36,1/30/15,0,T2M,Archival
1/31/15,6.144578934,6.080832958,33.68312073,-0.001770722,-0.360228688,48.7,50.2,55.9,22.4,12.2,23.9,36,1/31/15,1,T2M,Archival
2/1/15,6.114008427,6.289745808,33.55787277,0.004881594,-0.335270494,48.7,50.2,55.9,22.4,12.2,23.9,36,2/1/15,1,T2M,Archival
2/2/15,6.175116062,6.269488811,33.53613663,0.002621465,-0.137773186,48.7,50.2,55.9,22.4,12.2,23.9,36,2/2/15,1,T2M,Archival
2/3/15,6.294258118,6.058822155,33.54764557,-0.006539888,-0.394019872,48.7,50.2,55.9,22.4,12.2,23.9,36,2/3/15,0,T2M,Archival
2/4/15,5.151868343,5.679312229,33.56032944,0.014651219,-0.369084507,48.7,50.2,55.9,22.4,12.2,23.9,36,2/4/15,0,T2M,Archival
2/5/15,5.458868027,5.489939213,33.53909302,0.000863089,-0.291665941,48.7,50.2,55.9,22.4,12.2,23.9,36,2/5/15,0,T2M,Archival
2/6/15,5.628885269,5.453973293,33.66630173,-0.004858666,-0.398213506,48.7,50.2,55.9,22.4,12.2,23.9,36,2/6/15,1,T2M,Archival
2/7/15,6.123958111,5.4234128,33.6440239,-0.019459592,-0.354544431,48.7,50.2,55.9,22.4,12.2,23.9,36,2/7/15,0,T2M,Archival
2/8/15,6.488081455,5.460078716,33.61561203,-0.028555632,-0.199054495,48.7,50.2,55.9,22.4,12.2,23.9,36,2/8/15,0,T2M,Archival
2/9/15,6.99757719,5.476734638,33.56994247,-0.042245626,-0.046146747,48.7,50.2,55.9,22.4,12.2,23.9,36,2/9/15,1,T2M,Archival
2/10/15,5.572276592,5.405929565,33.95814896,-0.004620751,0.098147638,48.7,50.2,55.9,22.4,12.2,23.9,36,2/10/15,0,T2M,Archival
2/11/15,5.482812405,5.481420994,33.90990829,-3.86503E-05,0.112253211,48.7,50.2,55.9,22.4,12.2,23.9,36,2/11/15,0,T2M,Archival
2/12/15,5.535315037,5.506812572,33.77885818,-0.000791735,0.060929719,48.7,50.2,55.9,22.4,12.2,23.9,36,2/12/15,0,T2M,Archival
2/13/15,5.278889656,5.193178654,33.69258499,-0.002380861,-0.165150613,48.7,50.2,55.9,22.4,12.2,23.9,36,2/13/15,0,T2M,Archival
2/14/15,5.187248707,5.104361057,33.66859055,-0.002302435,-0.086336039,48.7,50.2,55.9,22.4,12.2,23.9,36,2/14/15,0,T2M,Archival
2/15/15,5.06438303,4.988363266,33.7293663,-0.00211166,-0.194188476,48.7,50.2,55.9,22.4,12.2,23.9,36,2/15/15,0,T2M,Archival
2/16/15,3.994312048,3.946069002,33.66202164,-0.001340085,-0.358389616,48.7,50.2,55.9,22.4,12.2,23.9,36,2/16/15,0,T2M,Archival
2/17/15,4.105199337,3.98713994,33.69268799,-0.003279428,-0.212284431,48.7,50.2,55.9,22.4,12.2,23.9,36,2/17/15,1,T2M,Archival
2/18/15,4.11366272,4.009826183,33.72242737,-0.002884348,-0.135123476,48.7,50.2,55.9,22.4,12.2,23.9,36,2/18/15,1,T2M,Archival
2/19/15,4.26049614,4.106824875,33.57278061,-0.004268646,-0.243390083,48.7,50.2,55.9,22.4,12.2,23.9,36,2/19/15,1,T2M,Archival
2/20/15,3.87285924,3.779605627,33.56171036,-0.002590378,-0.476225853,48.7,50.2,55.9,22.4,12.2,23.9,36,2/20/15,1,T2M,Archival
2/21/15,3.881272078,3.746505499,33.67343521,-0.003743516,-0.460679054,48.7,50.2,55.9,22.4,12.2,23.9,36,2/21/15,1,T2M,Archival
2/22/15,4.363942146,4.045540333,33.49331284,-0.008844495,-0.284619808,48.7,50.2,55.9,22.4,12.2,23.9,36,2/22/15,0,T2M,Archival
2/23/15,4.487319946,4.372954845,33.61343765,-0.003176808,-0.358632654,48.7,50.2,55.9,22.4,12.2,23.9,36,2/23/15,0,T2M,Archival
2/24/15,4.539512634,4.541769505,33.75566101,6.26908E-05,-0.343365639,48.7,50.2,55.9,22.4,12.2,23.9,36,2/24/15,0,T2M,Archival
2/25/15,4.883877277,4.462684631,33.74345016,-0.011699796,-0.220526293,48.7,50.2,55.9,22.4,12.2,23.9,36,2/25/15,1,T2M,Archival
2/26/15,4.908924103,4.613652706,33.78094101,-0.008201983,-0.222395495,48.7,50.2,55.9,22.4,12.2,23.9,36,2/26/15,1,T2M,Archival
2/27/15,4.691884041,4.655299664,33.77126694,-0.001016233,-0.360149622,48.7,50.2,55.9,22.4,12.2,23.9,36,2/27/15,0,T2M,Archival
2/28/15,3.808473587,3.643296003,33.73476791,-0.004588266,-0.49921,48.7,50.2,55.9,22.4,12.2,23.9,36,2/28/15,0,T2M,Archival
3/1/15,3.856164217,3.845487356,33.79217911,-0.000296579,-0.390540242,48.7,50.2,55.9,22.4,12.2,23.9,36,3/1/15,0,T2M,Archival
3/2/15,4.074533939,3.797915459,33.72710419,-0.007683847,-0.354644805,48.7,50.2,55.9,22.4,12.2,23.9,36,3/2/15,0,T2M,Archival
3/3/15,4.945364475,4.590929985,33.79785538,-0.009845403,-0.400926143,48.7,50.2,55.9,22.4,12.2,23.9,36,3/3/15,0,T2M,Archival
3/4/15,4.985602379,4.485954762,33.68409729,-0.0138791,-0.264878184,48.7,50.2,55.9,22.4,12.2,23.9,36,3/4/15,1,T2M,Archival
3/5/15,5.20254755,4.412791252,33.60200119,-0.021937675,-0.320809871,48.7,50.2,55.9,22.4,12.2,23.9,36,3/5/15,1,T2M,Archival
3/6/15,4.152748108,3.630351305,33.79729843,-0.014511022,-0.392908454,48.7,50.2,55.9,22.4,12.2,23.9,36,3/6/15,1,T2M,Archival
3/7/15,4.140057087,4.025740147,33.92266464,-0.003175471,-0.368388772,48.7,50.2,55.9,22.4,12.2,23.9,36,3/7/15,0,T2M,Archival
3/8/15,4.736927986,3.77135396,33.82632446,-0.026821501,-0.41340974,48.7,50.2,55.9,22.4,12.2,23.9,36,3/8/15,0,T2M,Archival
3/9/15,5.00844717,4.93215704,33.83302689,-0.00211917,-0.387037903,48.7,50.2,55.9,22.4,12.2,23.9,36,3/9/15,0,T2M,Archival
3/10/15,5.101928234,5.178767681,33.75329971,0.002134429,-0.346503407,48.7,50.2,55.9,22.4,12.2,23.9,36,3/10/15,1,T2M,Archival
3/11/15,5.220968723,5.311084747,33.4352417,0.002503223,-0.307970911,48.7,50.2,55.9,22.4,12.2,23.9,36,3/11/15,0,T2M,Archival
3/12/15,5.037997246,4.616990566,33.26107788,-0.01169463,-0.511152089,48.7,50.2,55.9,22.4,12.2,23.9,36,3/12/15,0,T2M,Archival
3/13/15,5.000756741,4.743376255,33.47968674,-0.007149458,-0.418393403,48.7,50.2,55.9,22.4,12.2,23.9,36,3/13/15,1,T2M,Archival
3/14/15,5.10438633,5.123523712,33.63444901,0.000531594,-0.204108179,48.7,50.2,55.9,22.4,12.2,23.9,36,3/14/15,1,T2M,Archival
3/15/15,5.846613407,5.639876842,34.16204834,-0.005742682,-0.234608486,48.7,50.2,55.9,22.4,12.2,23.9,36,3/15/15,0,T2M,Archival
3/16/15,5.717237473,5.946649551,34.11610794,0.006372558,-0.29899019,48.7,50.2,55.9,22.4,12.2,23.9,36,3/16/15,1,T2M,Archival
3/17/15,5.801374435,6.210676193,34.11854172,0.011369493,-0.131127626,48.7,50.2,55.9,22.4,12.2,23.9,36,3/17/15,0,T2M,Archival
3/18/15,5.642929077,5.839944363,33.92725372,0.005472647,-0.32379055,48.7,50.2,55.9,22.4,12.2,23.9,36,3/18/15,0,T2M,Archival
3/19/15,5.507678509,5.816320419,34.05730057,0.008573386,-0.418425083,48.7,50.2,55.9,22.4,12.2,23.9,36,3/19/15,1,T2M,Archival
3/20/15,5.554498672,5.668298721,33.97678757,0.003161112,-0.27696839,48.7,50.2,55.9,22.4,12.2,23.9,36,3/20/15,1,T2M,Archival
3/21/15,4.804764748,5.700689793,33.83212662,0.024886807,-0.111650616,48.7,50.2,55.9,22.4,12.2,23.9,36,3/21/15,1,T2M,Archival
3/22/15,4.742819786,5.716697216,33.71643829,0.027052151,-0.229699016,48.7,50.2,55.9,22.4,12.2,23.9,36,3/22/15,1,T2M,Archival
3/23/15,4.846304417,5.744355679,33.71084976,0.024945868,-0.255511463,48.7,50.2,55.9,22.4,12.2,23.9,36,3/23/15,1,T2M,Archival
3/24/15,5.921208858,6.092170238,33.9042511,0.004748927,-0.380037308,48.7,50.2,55.9,22.4,12.2,23.9,36,3/24/15,0,T2M,Archival
3/25/15,5.99003458,6.287624836,33.92646408,0.008266396,-0.354543477,48.7,50.2,55.9,22.4,12.2,23.9,36,3/25/15,0,T2M,Archival
3/26/15,6.068826675,6.543715954,33.90099716,0.013191369,-0.207841113,48.7,50.2,55.9,22.4,12.2,23.9,36,3/26/15,0,T2M,Archival
3/27/15,6.635337353,6.669363499,33.70999908,0.000945171,-0.14923501,48.7,50.2,55.9,22.4,12.2,23.9,36,3/27/15,0,T2M,Archival
3/28/15,6.557388783,6.540990353,33.6488266,-0.000455512,-0.20644246,48.7,50.2,55.9,22.4,12.2,23.9,36,3/28/15,0,T2M,Archival
3/29/15,6.430791378,5.877632141,33.44738388,-0.015365534,-0.256845266,48.7,50.2,55.9,22.4,12.2,23.9,36,3/29/15,0,T2M,Archival
3/30/15,5.061263561,5.001646519,33.51073456,-0.001656029,-0.205167249,48.7,50.2,55.9,22.4,12.2,23.9,36,3/30/15,0,T2M,Archival
3/31/15,5.690188885,4.723461151,33.29334641,-0.026853548,-0.179763272,48.7,50.2,55.9,22.4,12.2,23.9,36,3/31/15,0,T2M,Archival
4/1/15,6.00529623,4.930836201,33.24236298,-0.029846112,-0.234542772,48.7,50.2,55.9,22.4,12.2,23.9,36,4/1/15,0,T2M,Archival
4/2/15,5.554589748,5.318714619,33.25365829,-0.006552087,-0.298674375,48.7,50.2,55.9,22.4,12.2,23.9,36,4/2/15,0,T2M,Archival
4/3/15,6.189846516,5.55793047,33.12696838,-0.017553224,-0.267048389,48.7,50.2,55.9,22.4,12.2,23.9,36,4/3/15,0,T2M,Archival
4/4/15,7.012747288,5.947949886,32.41485214,-0.029577706,-0.316893756,48.7,50.2,55.9,22.4,12.2,23.9,36,4/4/15,0,T2M,Archival
4/5/15,7.188049316,6.384987354,32.55830002,-0.022307277,-0.433763474,48.7,50.2,55.9,22.4,12.2,23.9,36,4/5/15,0,T2M,Archival
4/6/15,7.298969746,6.719898224,32.53780746,-0.01608532,-0.395141512,48.7,50.2,55.9,22.4,12.2,23.9,36,4/6/15,0,T2M,Archival
4/7/15,7.519685745,7.157215118,32.49329376,-0.010068629,-0.311672688,48.7,50.2,55.9,22.4,12.2,23.9,36,4/7/15,0,T2M,Archival
4/8/15,7.984283924,7.516681194,32.40908813,-0.012988965,-0.215304926,48.7,50.2,55.9,22.4,12.2,23.9,36,4/8/15,0,T2M,Archival
4/9/15,7.163536072,7.804117203,32.04351044,0.01779392,-0.152160168,48.7,50.2,55.9,22.4,12.2,23.9,36,4/9/15,0,T2M,Archival
4/10/15,6.416949749,8.121744156,32.10972977,0.0473554,-0.087444842,48.7,50.2,55.9,22.4,12.2,23.9,36,4/10/15,0,T2M,Archival
4/11/15,5.793708801,7.207811832,32.20701218,0.03928064,-0.237177566,48.7,50.2,55.9,22.4,12.2,23.9,36,4/11/15,0,T2M,Archival
4/12/15,5.915724277,7.484397411,32.28689194,0.043574254,-0.356302977,48.7,50.2,55.9,22.4,12.2,23.9,36,4/12/15,0,T2M,Archival
4/13/15,6.052712917,8.13398838,32.34422684,0.057813207,-0.289365172,48.7,50.2,55.9,22.4,12.2,23.9,36,4/13/15,0,T2M,Archival
4/14/15,5.884816647,8.279459,32.40363312,0.066517843,-0.262007147,48.7,50.2,55.9,22.4,12.2,23.9,36,4/14/15,0,T2M,Archival
4/15/15,5.997386456,8.808691025,32.33963776,0.078091794,-0.305658519,48.7,50.2,55.9,22.4,12.2,23.9,36,4/15/15,0,T2M,Archival
4/16/15,6.085013866,9.320628166,32.39051437,0.089878175,-0.341996282,48.7,50.2,55.9,22.4,12.2,23.9,36,4/16/15,0,T2M,Archival
4/17/15,6.045045376,9.874591827,32.42355728,0.10637629,-0.270340919,48.7,50.2,55.9,22.4,12.2,23.9,36,4/17/15,0,T2M,Archival
4/18/15,6.231685638,10.1518774,32.39993286,0.108894216,-0.295811296,48.7,50.2,55.9,22.4,12.2,23.9,36,4/18/15,0,T2M,Archival
4/19/15,6.2759552,10.47593212,32.40423965,0.116666026,-0.269533217,48.7,50.2,55.9,22.4,12.2,23.9,36,4/19/15,0,T2M,Archival
4/20/15,5.571321011,9.809272766,32.54037857,0.117720882,-0.096995227,48.7,50.2,55.9,22.4,12.2,23.9,36,4/20/15,0,T2M,Archival
4/21/15,5.861453533,9.679865837,32.61932755,0.106067008,-0.085852407,48.7,50.2,55.9,22.4,12.2,23.9,36,4/21/15,0,T2M,Archival
4/22/15,5.826065063,9.850239754,32.63289261,0.11178263,-0.134411305,48.7,50.2,55.9,22.4,12.2,23.9,36,4/22/15,0,T2M,Archival
4/23/15,7.063340664,9.68018055,32.34273148,0.072689997,-0.143218502,48.7,50.2,55.9,22.4,12.2,23.9,36,4/23/15,0,T2M,Archival
4/24/15,7.320294857,9.489409447,32.50191116,0.060253183,-0.210515141,48.7,50.2,55.9,22.4,12.2,23.9,36,4/24/15,0,T2M,Archival
4/25/15,7.32756567,9.36987114,32.69513321,0.056730707,-0.163635612,48.7,50.2,55.9,22.4,12.2,23.9,36,4/25/15,0,T2M,Archival
