Date,Site,sst,bottom_temp,sss,stratification,phase,daylight_hours,device_type,percent_occurrence,period
8/7/17,A7M,24.97106688,13.05384568,32.17247977,0.340490714,0.699265411,13.70668651,Archival,0,1
8/7/17,T2M,24.79563345,11.06457894,32.04498659,0.381418181,0.699265411,13.70670635,Archival,0,1
8/21/17,A2M,24.3988236,19.65164389,31.9233442,0.197799155,0.261330151,13.18698413,Archival,0,1
8/21/17,A7M,24.58950165,15.64935494,31.85349328,0.255432143,0.261330151,13.1839881,Archival,0,1
8/21/17,T2M,24.28995309,13.18143198,31.87417821,0.308570031,0.261330151,13.18410714,Archival,0,1
9/4/17,A2M,22.36571871,18.71350438,31.1653862,0.152175597,0.650080447,12.62922619,Archival,0,1
9/4/17,A7M,22.26272365,15.17934452,31.50122425,0.202382143,0.650080447,12.62777778,Archival,0,1
9/4/17,T2M,22.14376627,13.88070195,31.67179026,0.229529565,0.650080447,12.6278373,Archival,0,1
9/18/17,A2M,22.07737023,21.0580086,31.19413253,0.042473401,0.352463193,12.05644841,Archival,0,1
9/18/17,A7M,21.37698828,19.00309985,31.29244096,0.067825714,0.352463193,12.0565873,Archival,0,1
9/18/17,T2M,20.90088763,16.59429319,31.65241242,0.119627623,0.352463193,12.05662698,Archival,0,1
10/2/17,A2M,21.34912123,19.76117529,31.18222032,0.066164414,0.600221562,11.48361111,Archival,0,1
10/2/17,A7M,20.95550142,17.93792745,31.49453041,0.086217857,0.600221562,11.4852381,Archival,0,1
10/2/17,T2M,20.51934501,16.68375826,31.94137396,0.106544076,0.600221562,11.48527778,Archival,0,1
10/16/17,A2M,19.56147276,19.20488576,31.06791496,0.014857792,0.371443498,10.92700397,Archival,0,1
10/16/17,A7M,19.40748092,18.30527278,31.71250643,0.031491429,0.371443498,10.93017857,Archival,0,1
10/16/17,T2M,19.1721547,17.73295062,32.12000683,0.039977891,0.371443498,10.93015873,Archival,0,1
10/30/17,A2M,17.8605047,18.03805733,31.6460465,-0.007398026,0.54763419,10.41055556,Archival,0,1
10/30/17,A7M,17.93556309,18.10443074,31.87280723,-0.004824286,0.54763419,10.41515873,Archival,0,1
10/30/17,T2M,17.96162796,18.17794364,32.20995549,-0.006008769,0.54763419,10.41517857,Archival,0,1
11/13/17,A2M,14.57366649,14.72720857,31.59416528,-0.006397587,0.530073866,10.01025253,Archival,0,1
11/13/17,A7M,15.13887966,15.26370926,32.15039646,-0.003565882,0.519453816,10.01125,Archival,8,1
11/13/17,T2M,15.53290176,15.45393597,32.58358175,0.002193494,0.530073866,10.0160101,Archival,0,1
5/24/21,RTWB,16.7174993,13.00892032,32.27948484,0.097594184,0.699302554,14.65219697,RealTime,0,2
6/7/21,RTWB,20.43359675,12.78938069,31.88431277,0.201163581,0.3867596,14.80265873,RealTime,7,2
6/21/21,RTWB,22.87720462,14.19670991,32.12415396,0.228434072,0.596364098,14.80676587,RealTime,0,2
7/5/21,RTWB,23.71923515,15.01224988,32.47780432,0.229131191,0.479442314,14.63535714,RealTime,0,2
7/19/21,RTWB,24.29909788,13.94551502,32.41532585,0.272462707,0.54818975,14.31392857,RealTime,0,2
8/2/21,RTWB,24.14575495,12.98534972,31.99331025,0.293694874,0.501529876,13.88172619,RealTime,0,2
8/16/21,RTWB,26.41664982,13.92468991,31.56626865,0.328735787,0.497714989,13.37718254,RealTime,0,2
8/30/21,RTWB,24.42462335,13.72960908,31.44650241,0.281447744,0.523466737,12.83055556,RealTime,0,2
9/13/21,RTWB,23.59954984,15.3200405,31.52226271,0.217881825,0.447851637,12.26291667,RealTime,0,2
9/27/21,RTWB,22.1801499,16.10088737,31.28727014,0.159980593,0.613473322,11.68996032,RealTime,7,2
10/11/21,RTWB,20.83152703,18.8224928,32.04773603,0.052869322,0.395373459,11.12680556,RealTime,0,2
10/25/21,RTWB,18.89005593,18.24926785,32.59726334,0.016862844,0.632807784,10.59394841,RealTime,0,2
11/8/21,RTWB,16.52252735,16.48504557,32.97080558,0.000986363,0.342581564,10.12246032,RealTime,7,2
