Date,Site,device_type,sst,bottom_temp,sss,stratification,phase,daylight_hours,sstAnom,site,days_monitored,days_present,percent_occurrence,period,dist_200m_km,SongYear
11/1/14,A2M,Archival,13.81335095,13.97073116,32.62750571,-0.006557509,0.525429991,10.07608135,-0.118678571,A2M,28,4,14.28571429,1,83.3,Year1
11/1/14,A7M,Archival,14.89736894,15.27338246,33.18330424,-0.010742857,0.525429991,10.0816369,0.240821429,A7M,28,5,17.85714286,1,67.9,Year1
11/1/14,T2M,Archival,15.45917474,16.03858331,33.51742772,-0.016094683,0.525429991,10.0816369,0.6605,T2M,28,3,10.71428571,1,55.9,Year1
12/1/14,A2M,Archival,8.968042497,9.60706397,31.95760573,-0.026625895,0.518263831,9.541738351,-0.568516129,A2M,31,15,48.38709677,1,83.3,Year1
12/1/14,A7M,Archival,10.21016096,10.67026744,32.81659194,-0.013145806,0.518263831,9.548835125,-0.731741935,A7M,31,17,54.83870968,1,67.9,Year1
12/1/14,T2M,Archival,11.26463942,11.41520122,33.43049179,-0.004182273,0.518263831,9.548817204,-0.486290323,T2M,31,9,29.03225806,1,55.9,Year1
1/1/15,A2M,Archival,5.768213872,6.539152715,32.08358599,-0.032122452,0.501074964,9.835170251,-0.810548387,A2M,31,10,32.25806452,1,83.3,Year1
1/1/15,A7M,Archival,7.084900087,8.141767425,32.95155741,-0.030197097,0.501074964,9.841415771,-0.485290323,A7M,31,19,61.29032258,1,67.9,Year1
1/1/15,T2M,Archival,8.103128433,9.032712537,33.49798633,-0.025821781,0.501074964,9.841415771,-0.372,T2M,31,18,58.06451613,1,55.9,Year1
2/1/15,A2M,Archival,2.370610078,2.792755629,32.39466476,-0.017589398,0.528571627,10.76535714,-2.431214286,A2M,28,10,35.71428571,1,83.3,Year1
2/1/15,A7M,Archival,3.696367162,4.054326219,33.21279267,-0.010226429,0.528571627,10.76888889,-1.84525,A7M,28,13,46.42857143,1,67.9,Year1
2/1/15,T2M,Archival,4.899740807,5.088045776,33.66972555,-0.005230695,0.528571627,10.76894841,-1.881071429,T2M,28,11,39.28571429,1,55.9,Year1
